,,,,,,Pass,Pass,Pass,Pass
Player,Pos,Squad,Comp,Age,90s,TB,Press,Sw,Crs
,,,,,,,,,
Xaver Schlager\Xaver-Schlager,MF,Wolfsburg,de Bundesliga,22,29.2,0.14,9.11,1.20,0.34
Keven Schlotterbeck\Keven-Schlotterbeck,DF,Freiburg,de Bundesliga,23,18.4,0.00,4.84,1.14,0.05
Nico Schlotterbeck\Nico-Schlotterbeck,DF,Union Berlin,de Bundesliga,20,14.3,0.07,8.81,1.75,0.42
Jeffrey Schlupp\Jeffrey-Schlupp,MF,Crystal Palace,eng Premier League,27,15.9,0.06,7.80,0.38,1.70
Kasper Schmeichel\Kasper-Schmeichel,GK,Leicester City,eng Premier League,33,38.0,0.00,1.82,1.45,0.00
Jonathan Schmid\Jonathan-Schmid,DFMF,Freiburg,de Bundesliga,30,26.6,0.04,6.65,1.47,3.16
Romano Schmid\Romano-Schmid,FWMF,Werder Bremen,de Bundesliga,20,13.1,0.00,9.01,0.23,1.15
Benno Schmitz\Benno-Schmitz,DF,Köln,de Bundesliga,25,4.6,0.00,5.65,1.09,1.09
Morgan Schneiderlin\Morgan-Schneiderlin,MF,Nice,fr Ligue 1,30,24.4,0.00,7.83,2.58,0.29
Alessandro Schöpf\Alessandro-Schopf,FWMF,Schalke 04,de Bundesliga,26,10.5,0.10,6.10,0.48,0.57
Jerdy Schouten\Jerdy-Schouten,MF,Bologna,it Serie A,23,27.9,0.14,6.27,1.18,0.25
Nico Schulz\Nico-Schulz,DF,Dortmund,de Bundesliga,27,6.8,0.00,7.79,0.88,2.35
Alexander Schwolow\Alexander-Schwolow,GK,Hertha BSC,de Bundesliga,28,26.0,0.00,2.08,0.77,0.00
Christopher Scott\Christopher-Scott,FW,Bayern Munich,de Bundesliga,18,0.4,0.00,5.00,0.00,0.00
Matteo Scozzarella\Matteo-Scozzarella,MF,Parma,it Serie A,32,1.7,0.00,6.47,5.29,2.35
Simone Scuffet\Simone-Scuffet,GK,Udinese,it Serie A,24,1.0,0.00,2.00,2.00,0.00
Jacopo Segre\Jacopo-Segre,MF,Torino,it Serie A,23,2.1,0.00,5.71,1.90,0.00
Davie Selke\Davie-Selke,FW,Werder Bremen,de Bundesliga,25,9.0,0.00,9.78,0.22,0.56
Malik Sellouki\Malik-Sellouki,FWMF,Nice,fr Ligue 1,20,0.7,0.00,5.71,2.86,5.71
Matz Sels\Matz-Sels,GK,Strasbourg,fr Ligue 1,28,6.0,0.00,2.50,1.17,0.00
Nélson Semedo\Nelson-Semedo,DF,Wolves,eng Premier League,26,33.1,0.06,7.40,0.76,1.45
Léo Sena\Leo-Sena,MF,Spezia,it Serie A,24,9.8,0.00,9.18,5.00,0.71
Stefano Sensi\Stefano-Sensi,MF,Inter,it Serie A,24,6.7,0.15,8.51,2.54,1.34
Jaime Seoane\Jaime-Seoane,MF,Huesca,es La Liga,23,22.9,0.09,7.34,2.05,0.66
Luigi Sepe\Luigi-Sepe,GK,Parma,it Serie A,29,36.0,0.00,2.11,0.92,0.00
Suat Serdar\Suat-Serdar,MF,Schalke 04,de Bundesliga,23,21.7,0.00,6.82,0.60,0.37
Jean Seri\Jean-Seri,MF,Bordeaux,fr Ligue 1,29,7.9,0.13,11.4,2.15,0.51
Femi Seriki\Femi-Seriki,DF,Sheffield Utd,eng Premier League,18,0.0,0,0,0,0
Ryan Sessegnon\Ryan-Sessegnon,DF,Hoffenheim,de Bundesliga,20,17.5,0.00,6.17,1.03,3.03
Nils Seufert\Nils-Seufert,MFFW,Arminia,de Bundesliga,23,3.8,0.00,8.16,0.26,0.53
Edgar Sevikyan\Edgar-Sevikyan,MF,Levante,es La Liga,18,0.1,0.00,10.0,10.0,10.0
Stephan El Shaarawy\Stephan-El-Shaarawy,FWMF,Roma,it Serie A,27,6.4,0.16,7.03,0.47,1.56
Jamie Shackleton\Jamie-Shackleton,MFDF,Leeds United,eng Premier League,20,5.1,0.00,5.88,0.59,0.39
Xherdan Shaqiri\Xherdan-Shaqiri,MFFW,Liverpool,eng Premier League,28,6.2,0.48,7.58,1.45,1.77
Billy Sharp\Billy-Sharp,FW,Sheffield Utd,eng Premier League,34,8.2,0.12,3.41,0.00,0.85
Luke Shaw\Luke-Shaw,DF,Manchester Utd,eng Premier League,25,29.5,0.10,8.85,2.03,3.12
Jonjo Shelvey\Jonjo-Shelvey,MF,Newcastle Utd,eng Premier League,28,29.1,0.21,7.25,4.71,1.27
Eldor Shomurodov\Eldor-Shomurodov,FW,Genoa,it Serie A,25,18.6,0.05,8.12,0.59,0.75
Shola Shoretire\Shola-Shoretire,FW,Manchester Utd,eng Premier League,16,0.1,0.00,20.0,0.00,0.00
Mahame Siby\Mahame-Siby,MFFW,Strasbourg,fr Ligue 1,24,0.2,0.00,5.00,0.00,0.00
Abdoulaye Sidibé\Abdoulaye-Sidibe,MF,Saint-Étienne,fr Ligue 1,18,0.1,0.00,10.0,0.00,0.00
Djibril Sidibé\Djibril-Sidibe,DF,Monaco,fr Ligue 1,28,22.0,0.32,6.77,2.23,1.82
Sidnei\Sidnei,DF,Betis,es La Liga,30,7.7,0.00,7.79,1.82,0.00
Kaj Sierhuis\Kaj-Sierhuis,FW,Reims,fr Ligue 1,22,7.2,0.00,4.44,0.83,1.11
Tim Siersleben\Tim-Siersleben,DF,Wolfsburg,de Bundesliga,20,0.4,0.00,5.00,0.00,0.00
Gylfi Sigurðsson\Gylfi-Sigurdsson,MF,Everton,eng Premier League,30,25.0,0.12,6.16,1.40,1.24
Luca Siligardi\Luca-Siligardi,FWMF,Parma,it Serie A,32,0.4,0.00,10.0,0.00,2.50
Luca Siligardi\Luca-Siligardi,MF,Crotone,it Serie A,32,0.5,0.00,10.0,0.00,0.00
Adrien Silva\Adrien-Silva,MF,Sampdoria,it Serie A,31,17.8,0.00,7.30,3.20,0.51
André Silva\Andre-Silva,FW,Eint Frankfurt,de Bundesliga,24,30.7,0.03,8.79,0.26,0.59
Bernardo Silva\Bernardo-Silva,MFFW,Manchester City,eng Premier League,25,22.9,0.04,8.43,1.14,1.18
Caio Henrique Oliveira Silva\Caio-Henrique-Oliveira-Silva,DF,Monaco,fr Ligue 1,23,26.3,0.08,6.20,0.76,2.51
David Silva\David-Silva,MF,Real Sociedad,es La Liga,34,15.5,0.58,6.45,1.55,0.77
Fábio Silva\Fabio-Silva,FW,Wolves,eng Premier League,18,15.2,0.00,5.79,0.20,0.39
Florent da Silva\Florent-da-Silva,FW,Lyon,fr Ligue 1,17,0.0,0,0,0,0
Gabriel Silva\Gabriel-Silva,DF,Saint-Étienne,fr Ligue 1,29,3.9,0.00,4.62,1.28,1.79
Gastón Silva\Gaston-Silva,DF,Huesca,es La Liga,26,6.7,0.00,5.52,1.94,0.15
Rui Silva\Rui-Silva,GK,Granada,es La Liga,26,32.0,0.00,2.03,0.63,0.00
Thiago Silva\Thiago-Silva,DF,Chelsea,eng Premier League,35,21.5,0.14,5.21,2.19,0.05
Marco Silvestri\Marco-Silvestri,GK,Hellas Verona,it Serie A,29,34.0,0.00,1.65,0.12,0.00
Mohamed Simakan\Mohamed-Simakan,DF,Strasbourg,fr Ligue 1,20,17.9,0.17,4.86,2.79,0.56
Giovanni Simeone\Giovanni-Simeone,FW,Cagliari,it Serie A,25,19.3,0.00,3.89,0.10,0.47
Moses Simon\Moses-Simon,FWMF,Nantes,fr Ligue 1,25,25.8,0.08,5.12,1.12,3.10
Unai Simón\Unai-Simon,GK,Athletic Club,es La Liga,23,37.0,0.00,1.11,0.78,0.00
Xavi Simons\Xavi-Simons,MF,Paris S-G,fr Ligue 1,17,0.0,0,1,1,0
Jóan Símun Edmundsson\Joan-Simun-Edmundsson,MFFW,Arminia,de Bundesliga,29,0.6,0.00,10.0,1.67,0.00
Wilfried Singo\Wilfried-Singo,DF,Torino,it Serie A,19,20.6,0.05,6.94,1.21,2.91
Daley Sinkgraven\Daley-Sinkgraven,DF,Leverkusen,de Bundesliga,25,17.4,0.23,9.02,0.98,1.09
Dimitris Siovas\Dimitris-Siovas,DF,Huesca,es La Liga,31,34.1,0.00,6.69,1.09,0.35
Tobias Sippel\Tobias-Sippel,GK,M'Gladbach,de Bundesliga,32,3.8,0.00,3.68,1.32,0.00
Salvatore Sirigu\Salvatore-Sirigu,GK,Torino,it Serie A,33,32.0,0.00,1.66,0.34,0.00
Issouf Sissokho\Issouf-Sissokho,MF,Bordeaux,fr Ligue 1,18,0.9,0.00,4.44,1.11,0.00
Ibrahima Sissoko\Ibrahima-Sissoko,MF,Strasbourg,fr Ligue 1,22,28.7,0.07,6.72,1.50,0.77
Moussa Sissoko\Moussa-Sissoko,MF,Tottenham,eng Premier League,30,17.6,0.06,4.89,1.08,0.57
Nelson Sissoko\Nelson-Sissoko,DF,Saint-Étienne,fr Ligue 1,23,5.3,0.00,7.17,2.64,1.13
Antonio Sivera\Antonio-Sivera,GK,Alavés,es La Liga,23,0.8,0.00,0.00,0.00,0.00
Jacques Siwe\Jacques-Siwe,FW,Dijon,fr Ligue 1,19,1.9,0.00,3.68,0.00,0.00
Ellyes Skhiri\Ellyes-Skhiri,MF,Köln,de Bundesliga,25,30.9,0.13,7.77,1.23,0.13
Łukasz Skorupski\Lukasz-Skorupski,GK,Bologna,it Serie A,29,28.0,0.00,1.46,1.00,0.00
Andreas Skov Olsen\Andreas-Skov-Olsen,FWDF,Bologna,it Serie A,20,13.1,0.00,5.42,1.37,2.98
Robert Skov\Robert-Skov,FWDF,Hoffenheim,de Bundesliga,24,12.9,0.08,6.74,2.64,3.02
Milan Škriniar\Milan-Skriniar,DF,Inter,it Serie A,25,30.9,0.00,5.63,0.91,0.10
Steven Skrzybski\Steven-Skrzybski,FWDF,Schalke 04,de Bundesliga,27,4.7,0.00,4.04,0.64,1.70
Petar Škuletić\Petar-Skuletic,FWMF,Montpellier,fr Ligue 1,30,2.6,0.00,7.69,0.77,0.77
Islam Slimani\Islam-Slimani,FW,Leicester City,eng Premier League,32,0.2,0.00,20.0,0.00,5.00
Islam Slimani\Islam-Slimani,FW,Lyon,fr Ligue 1,32,6.4,0.16,7.66,0.31,1.09
William Smallbone\William-Smallbone,MF,Southampton,eng Premier League,20,1.9,0.00,9.47,2.63,1.05
Chris Smalling\Chris-Smalling,DF,Roma,it Serie A,30,12.3,0.00,3.58,1.06,0.00
Emile Smith-Rowe\Emile-Smith-Rowe,MFFW,Arsenal,eng Premier League,20,16.0,0.06,6.44,0.31,1.19
Robert Snodgrass\Robert-Snodgrass,MFFW,West Brom,eng Premier League,32,5.8,0.00,4.83,0.17,0.86
Robert Snodgrass\Robert-Snodgrass,FWDF,West Ham,eng Premier League,32,0.1,0.00,0.00,0.00,0.00
Cédric Soares\Cedric-Soares,DF,Arsenal,eng Premier League,28,8.3,0.00,6.51,1.08,3.49
Rafa Soares\Rafa-Soares,DF,Eibar,es La Liga,25,12.6,0.00,5.71,1.59,3.49
Rubén Sobrino\Ruben-Sobrino,MFFW,Valencia,es La Liga,28,0.5,0.00,14.0,2.00,2.00
Rubén Sobrino\Ruben-Sobrino,FWMF,Cádiz,es La Liga,28,12.4,0.08,5.65,0.40,0.56
Simon Sohm\Simon-Sohm,MF,Parma,it Serie A,19,10.0,0.10,6.70,1.40,0.20
Augusto Solari\Augusto-Solari,MF,Celta Vigo,es La Liga,28,5.4,0.00,6.30,1.48,3.15
Roberto Soldado\Roberto-Soldado,FW,Granada,es La Liga,35,16.0,0.00,5.00,0.38,1.00
Carlos Soler\Carlos-Soler,MF,Valencia,es La Liga,23,30.4,0.13,5.82,2.80,0.86
Yann Sommer\Yann-Sommer,GK,M'Gladbach,de Bundesliga,31,30.1,0.00,3.75,1.06,0.00
Son\Son,DFMF,Levante,es La Liga,26,12.3,0.08,6.75,1.87,3.41
Brandon Soppy\Brandon-Soppy,DF,Rennes,fr Ligue 1,18,6.2,0.00,5.16,0.97,2.26
David Soria\David-Soria,GK,Getafe,es La Liga,27,28.0,0.00,0.89,0.61,0.00
Roberto Soriano\Roberto-Soriano,MF,Bologna,it Serie A,29,36.1,0.30,6.29,0.64,0.78
Alberto Soro\Alberto-Soro,FWMF,Granada,es La Liga,21,4.4,0.00,6.14,0.91,1.14
Borna Sosa\Borna-Sosa,DF,Stuttgart,de Bundesliga,22,22.7,0.00,6.30,2.38,6.43
Hugo Sotelo\Hugo-Sotelo,MF,Celta Vigo,es La Liga,16,0.0,0,0,0,0
Florian Sotoca\Florian-Sotoca,FW,Lens,fr Ligue 1,29,26.8,0.19,8.54,1.53,1.68
Riccardo Sottil\Riccardo-Sottil,MFFW,Cagliari,it Serie A,21,13.2,0.08,4.77,0.98,2.27
Cheick Souaré\Cheick-Souare,MF,Marseille,fr Ligue 1,17,0.1,0.00,10.0,0.00,0.00
Tomáš Souček\Tomas-Soucek,MF,West Ham,eng Premier League,25,38.0,0.03,9.82,1.03,0.26
Rayan Souici\Rayan-Souici,DF,Saint-Étienne,fr Ligue 1,22,0.1,0.00,0.00,10.0,0.00
Cebio Soukou\Cebio-Soukou,FWMF,Arminia,de Bundesliga,27,5.1,0.00,5.10,0.59,0.39
Adama Soumaoro\Adama-Soumaoro,DF,Bologna,it Serie A,28,19.5,0.00,4.51,0.67,0.00
Adama Soumaoro\Adama-Soumaoro,DF,Lille,fr Ligue 1,28,1.6,0.00,2.50,3.13,0.00
Boubakary Soumaré\Boubakary-Soumare,MF,Lille,fr Ligue 1,21,21.3,0.14,8.92,2.39,0.09
Yaya Soumaré\Yaya-Soumare,FW,Lyon,fr Ligue 1,20,0.0,0,0,0,0
Arnaud Souquet\Arnaud-Souquet,DF,Montpellier,fr Ligue 1,28,13.6,0.00,4.56,0.96,2.50
Ansou Sow\Ansou-Sow,MF,Lens,fr Ligue 1,20,0.1,0.00,20.0,0.00,0.00
Djibril Sow\Djibril-Sow,MF,Eint Frankfurt,de Bundesliga,23,24.2,0.08,8.26,0.70,0.17
Saidou Sow\Saidou-Sow,DF,Saint-Étienne,fr Ligue 1,18,11.1,0.00,6.04,1.35,0.00
Çağlar Söyüncü\Caglar-Soyuncu,DF,Leicester City,eng Premier League,24,20.2,0.00,4.60,1.68,0.40
Leonardo Spinazzola\Leonardo-Spinazzola,DF,Roma,it Serie A,27,23.6,0.21,6.40,1.69,3.90
Marco Sportiello\Marco-Sportiello,GK,Atalanta,it Serie A,28,14.0,0.00,2.14,0.43,0.00
Mattia Sprocati\Mattia-Sprocati,FW,Parma,it Serie A,27,0.2,0.00,15.0,0.00,0.00
Jerry St. Juste\Jerry-St-Juste,DF,Mainz 05,de Bundesliga,23,32.0,0.00,4.97,1.47,0.34
Benjamin Stambouli\Benjamin-Stambouli,MFDF,Schalke 04,de Bundesliga,29,21.7,0.05,6.77,1.57,0.32
Josip Stanišić\Josip-Stanisic,DF,Bayern Munich,de Bundesliga,20,1.0,0.00,9.00,1.00,0.00
Niklas Stark\Niklas-Stark,DFMF,Hertha BSC,de Bundesliga,25,31.0,0.00,5.58,1.39,0.16
Renato Steffen\Renato-Steffen,FWMF,Wolfsburg,de Bundesliga,28,17.4,0.06,6.90,0.98,2.07
Zack Steffen\Zack-Steffen,GK,Manchester City,eng Premier League,25,1.0,0.00,6.00,0.00,0.00
Pascal Stenzel\Pascal-Stenzel,DF,Stuttgart,de Bundesliga,24,14.2,0.00,4.30,3.24,0.56
Dale Stephens\Dale-Stephens,MF,Burnley,eng Premier League,31,2.9,0.00,7.59,0.34,0.00
Jack Stephens\Jack-Stephens,DF,Southampton,eng Premier League,26,17.1,0.18,8.54,1.05,0.00
Raheem Sterling\Raheem-Sterling,FW,Manchester City,eng Premier League,25,28.2,0.11,7.91,0.39,1.21
Enda Stevens\Enda-Stevens,DF,Sheffield Utd,eng Premier League,30,30.0,0.17,6.20,0.87,1.83
Lars Stindl\Lars-Stindl,MFFW,M'Gladbach,de Bundesliga,31,21.8,0.32,8.76,1.06,0.37
Kevin Stöger\Kevin-Stoger,MFFW,Mainz 05,de Bundesliga,26,6.0,0.00,8.00,2.33,2.67
John Stones\John-Stones,DF,Manchester City,eng Premier League,26,21.5,0.05,7.16,1.58,0.05
Thomas Strakosha\Thomas-Strakosha,GK,Lazio,it Serie A,25,9.0,0.00,4.11,0.44,0.00
Tobias Strobl\Tobias-Strobl,MF,Augsburg,de Bundesliga,30,20.5,0.15,9.12,1.46,0.34
Kevin Strootman\Kevin-Strootman,MF,Genoa,it Serie A,30,14.6,0.34,9.66,0.62,1.03
Kevin Strootman\Kevin-Strootman,MF,Marseille,fr Ligue 1,30,2.6,0.77,8.08,3.85,1.54
Pascal Struijk\Pascal-Struijk,DFMF,Leeds United,eng Premier League,20,23.1,0.00,4.46,1.65,0.04
Jens Stryger Larsen\Jens-Stryger-Larsen,DF,Udinese,it Serie A,29,29.3,0.00,5.19,0.78,1.81
Stefano Sturaro\Stefano-Sturaro,MF,Genoa,it Serie A,27,4.9,0.00,8.78,2.86,1.43
Stefano Sturaro\Stefano-Sturaro,MF,Hellas Verona,it Serie A,27,4.7,0.00,7.66,1.91,0.85
Damián Suárez\Damian-Suarez,DF,Getafe,es La Liga,32,27.0,0.04,3.74,2.41,2.33
Denis Suárez\Denis-Suarez,MF,Celta Vigo,es La Liga,26,31.7,0.28,7.89,2.46,1.23
Luis Suárez\Luis-Suarez,FW,Atlético Madrid,es La Liga,33,27.9,0.14,4.95,0.72,0.54
Marek Suchý\Marek-Suchy,DF,Augsburg,de Bundesliga,32,3.4,0.00,7.65,0.88,0.29
Niklas Süle\Niklas-Sule,DF,Bayern Munich,de Bundesliga,24,16.7,0.00,6.35,2.22,0.48
Suso\Suso,FW,Sevilla,es La Liga,26,24.6,0.04,7.80,3.05,3.33
Bosko Sutalo\Bosko-Sutalo,DF,Atalanta,it Serie A,20,2.6,0.00,7.31,0.38,0.77
Mattias Svanberg\Mattias-Svanberg,MF,Bologna,it Serie A,21,20.6,0.19,5.49,0.53,0.15
Abdoulaye Sylla\Abdoulaye-Sylla,DF,Nantes,fr Ligue 1,20,0.1,0.00,0.00,0.00,0.00
Issiaga Sylla\Issiaga-Sylla,DF,Lens,fr Ligue 1,26,12.4,0.00,4.92,0.89,2.90
Eddy Sylvestre\Eddy-Sylvestre,FWMF,Nice,fr Ligue 1,20,1.1,0.00,3.64,0.91,2.73
Ádám Szalai\Adam-Szalai,FW,Mainz 05,de Bundesliga,32,8.1,0.12,8.89,0.49,0.86
Wojciech Szczęsny\Wojciech-Szczesny,GK,Juventus,it Serie A,30,29.7,0.03,2.59,0.94,0.00
Frederik Sørensen\Frederik-Sorensen,DFMF,Köln,de Bundesliga,28,1.1,0.00,7.27,0.00,0.00
Alexander Sørloth\Alexander-Sorloth,FW,RB Leipzig,de Bundesliga,24,16.0,0.06,11.1,0.31,1.44
Tachi\Tachi,DF,Alavés,es La Liga,22,9.4,0.00,3.40,2.45,0.11
Jonathan Tah\Jonathan-Tah,DF,Leverkusen,de Bundesliga,24,24.7,0.04,8.18,1.78,0.12
Waniss Taibi\Waniss-Taibi,MF,Angers,fr Ligue 1,18,0.4,0.00,17.5,0.00,0.00
Flavien Tait\Flavien-Tait,MFFW,Rennes,fr Ligue 1,27,15.2,0.13,11.8,1.38,1.12
Adrien Tameze\Adrien-Tameze,MF,Hellas Verona,it Serie A,26,25.6,0.04,6.68,0.47,0.63
Japhet Tanganga\Japhet-Tanganga,DF,Tottenham,eng Premier League,21,5.4,0.00,5.56,0.74,0.74
Renato Tapia\Renato-Tapia,MF,Celta Vigo,es La Liga,25,30.0,0.07,6.13,2.27,0.17
Edmond Tapsoba\Edmond-Tapsoba,DF,Leverkusen,de Bundesliga,21,29.5,0.10,8.98,3.29,0.03
Matt Targett\Matt-Targett,DF,Aston Villa,eng Premier League,24,37.8,0.00,7.72,1.35,2.59
James Tarkowski\James-Tarkowski,DF,Burnley,eng Premier League,27,36.0,0.06,5.36,1.61,0.14
Ciprian Tătărușanu\Ciprian-Tatarusanu,GK,Milan,it Serie A,34,1.0,0.00,1.00,1.00,0.00
Percy Tau\Percy-Tau,FWMF,Brighton,eng Premier League,26,1.1,0.91,4.55,0.91,0.00
Niklas Tauer\Niklas-Tauer,MFDF,Mainz 05,de Bundesliga,19,0.8,0.00,7.50,0.00,1.25
Heriberto Tavares\Heriberto-Tavares,MFFW,Brest,fr Ligue 1,23,0.5,0.00,6.00,0.00,0.00
Sidnei Tavares\Sidnei-Tavares,MF,Leicester City,eng Premier League,18,0.9,0.00,5.56,0.00,0.00
Tomás Tavares\Tomas-Tavares,MFDF,Alavés,es La Liga,19,0.7,0.00,2.86,0.00,2.86
Charlie Taylor\Charlie-Taylor,DF,Burnley,eng Premier League,26,27.0,0.00,6.56,1.37,2.81
Neil Taylor\Neil-Taylor,DF,Aston Villa,eng Premier League,31,0.2,0.00,5.00,0.00,0.00
Allan Tchaptchet\Allan-Tchaptchet,DF,Southampton,eng Premier League,18,0.1,0.00,10.0,0.00,0.00
Warren Tchimbembé\Warren-Tchimbembe,MFFW,Metz,fr Ligue 1,22,5.5,0.00,6.36,0.91,0.91
Aurélien Tchouaméni\Aurelien-Tchouameni,MF,Monaco,fr Ligue 1,20,34.0,0.26,9.97,1.68,0.71
Álvaro Tejero\Alvaro-Tejero,DF,Eibar,es La Liga,24,1.2,0.00,7.50,2.50,9.17
Nathan Tella\Nathan-Tella,FWMF,Southampton,eng Premier League,21,8.3,0.00,4.22,0.36,1.45
Alex Telles\Alex-Telles,DF,Manchester Utd,eng Premier League,27,7.7,0.00,6.75,1.95,3.51
Andrés Tello\Andres-Tello,MFDF,Benevento,it Serie A,23,4.6,0.00,6.52,1.96,1.30
Cristian Tello\Cristian-Tello,FWMF,Betis,es La Liga,28,14.3,0.21,4.83,0.70,1.89
Lino Tempelmann\Lino-Tempelmann,MFDF,Freiburg,de Bundesliga,21,3.0,0.00,10.3,0.67,1.00
Hidde ter Avest\Hidde-ter-Avest,DF,Udinese,it Serie A,23,3.9,0.26,3.59,0.51,3.33
Marc-André ter Stegen\Marc-Andre-ter-Stegen,GK,Barcelona,es La Liga,28,31.0,0.00,3.03,0.68,0.00
Pietro Terracciano\Pietro-Terracciano,GK,Fiorentina,it Serie A,30,3.0,0.00,1.00,0.67,0.00
Martin Terrier\Martin-Terrier,FWMF,Rennes,fr Ligue 1,23,27.1,0.04,7.68,0.55,1.03
Claudio Terzi\Claudio-Terzi,DF,Spezia,it Serie A,36,20.8,0.10,8.75,3.56,0.24
Kenny Tete\Kenny-Tete,DF,Fulham,eng Premier League,24,16.5,0.00,7.27,0.91,3.70
Kenny Tete\Kenny-Tete,DF,Lyon,fr Ligue 1,24,0.2,0.00,5.00,0.00,0.00
Cedric Teuchert\Cedric-Teuchert,FWMF,Union Berlin,de Bundesliga,23,8.4,0.12,5.48,0.48,0.48
Florian Thauvin\Florian-Thauvin,FWMF,Marseille,fr Ligue 1,27,30.4,0.23,6.55,2.66,3.42
Malick Thiaw\Malick-Thiaw,DF,Schalke 04,de Bundesliga,18,16.1,0.00,5.34,1.06,0.06
Jan Thielmann\Jan-Thielmann,FWMF,Köln,de Bundesliga,18,11.4,0.00,6.49,0.79,1.75
Sada Thioub\Sada-Thioub,FWMF,Angers,fr Ligue 1,25,14.0,0.14,9.50,0.79,1.29
William Thomas Fish\William-Thomas-Fish,DF,Manchester Utd,eng Premier League,17,0.0,0,0,0,0
Luke Thomas\Luke-Thomas,DF,Leicester City,eng Premier League,19,10.8,0.09,6.67,0.46,0.74
Romain Thomas\Romain-Thomas,DF,Angers,fr Ligue 1,32,33.6,0.00,4.55,1.88,0.00
Adrien Thomasson\Adrien-Thomasson,MF,Strasbourg,fr Ligue 1,26,29.2,0.10,9.49,0.99,1.20
Erik Thommy\Erik-Thommy,DFFW,Stuttgart,de Bundesliga,25,3.5,0.29,6.86,0.86,2.29
Morten Thorsby\Morten-Thorsby,MF,Sampdoria,it Serie A,24,29.4,0.00,8.98,0.31,0.27
Marcus Thuram\Marcus-Thuram,FW,M'Gladbach,de Bundesliga,22,19.2,0.16,8.44,0.52,1.35
Khéphren Thuram-Ulie\Khephren-Thuram-Ulie,MF,Nice,fr Ligue 1,19,16.6,0.12,10.2,1.02,0.24
Cheikh Tidiane Sabaly\Cheikh-Tidiane-Sabaly,MF,Metz,fr Ligue 1,21,0.1,0.00,30.0,0.00,10.0
Youri Tielemans\Youri-Tielemans,MF,Leicester City,eng Premier League,23,37.3,0.19,8.66,2.49,1.21
Kieran Tierney\Kieran-Tierney,DF,Arsenal,eng Premier League,23,25.5,0.04,5.37,1.06,3.96
Steffen Tigges\Steffen-Tigges,FWDF,Dortmund,de Bundesliga,22,0.6,0.00,18.3,1.67,1.67
Guus Til\Guus-Til,FW,Freiburg,de Bundesliga,22,1.4,0.00,13.6,0.00,0.71
David Timor\David-Timor,MFDF,Getafe,es La Liga,30,15.5,0.00,4.84,4.06,0.65
Jean-Clair Todibo\Jean-Clair-Todibo,DF,Nice,fr Ligue 1,20,14.8,0.07,7.09,3.72,0.07
Karl Toko Ekambi\Karl-Toko-Ekambi,FW,Lyon,fr Ligue 1,27,31.2,0.13,7.40,0.42,1.63
Corentin Tolisso\Corentin-Tolisso,MF,Bayern Munich,de Bundesliga,25,8.7,0.11,9.08,3.10,0.69
Jeremy Toljan\Jeremy-Toljan,DF,Sassuolo,it Serie A,25,16.6,0.00,5.12,1.02,2.17
Rafael Tolói\Rafael-Toloi,DF,Atalanta,it Serie A,29,28.2,0.04,7.45,1.31,0.71
Takehiro Tomiyasu\Takehiro-Tomiyasu,DF,Bologna,it Serie A,21,30.2,0.07,5.13,1.06,0.76
James Tomkins\James-Tomkins,DF,Crystal Palace,eng Premier League,31,6.1,0.00,2.30,0.66,0.00
Fikayo Tomori\Fikayo-Tomori,DF,Chelsea,eng Premier League,22,0.5,0.00,6.00,2.00,0.00
Fikayo Tomori\Fikayo-Tomori,DF,Milan,it Serie A,22,16.3,0.00,3.37,1.72,0.00
Sandro Tonali\Sandro-Tonali,MF,Milan,it Serie A,20,14.8,0.00,4.93,1.82,0.74
Lorenzo Tonelli\Lorenzo-Tonelli,DF,Sampdoria,it Serie A,30,19.8,0.00,5.40,1.97,0.00
Toño\Tono,DF,Levante,es La Liga,30,8.1,0.12,11.7,0.99,2.35
Ömer Toprak\Omer-Toprak,DF,Werder Bremen,de Bundesliga,31,21.6,0.00,5.14,0.88,0.00
Tyron Tormin\Tyron-Tormin,MFFW,Saint-Étienne,fr Ligue 1,19,0.2,0.00,20.0,0.00,0.00
Ernesto Torregrossa\Ernesto-Torregrossa,FW,Sampdoria,it Serie A,28,1.9,0.00,5.79,0.00,0.00
Lucas Torreira\Lucas-Torreira,MFFW,Atlético Madrid,es La Liga,24,5.8,0.17,8.79,0.69,0.00
Ferrán Torres\Ferran-Torres,FWMF,Manchester City,eng Premier League,20,14.5,0.14,4.83,0.76,1.93
Óliver Torres\Oliver-Torres,MFFW,Sevilla,es La Liga,25,15.6,0.13,9.36,5.58,1.67
Pau Torres\Pau-Torres,DF,Villarreal,es La Liga,23,33.0,0.09,6.61,2.76,0.12
Roberto Torres\Roberto-Torres,MFFW,Osasuna,es La Liga,31,21.0,0.00,5.52,3.00,2.95
Lucas Torró\Lucas-Torro,MF,Osasuna,es La Liga,26,17.2,0.00,9.36,0.93,0.23
Jordan Torunarigha\Jordan-Torunarigha,DF,Hertha BSC,de Bundesliga,22,10.8,0.09,4.54,1.30,0.28
Cenk Tosun\Cenk-Tosun,FW,Everton,eng Premier League,29,0.5,0.00,2.00,4.00,0.00
Abdoulaye Touré\Abdoulaye-Toure,MF,Nantes,fr Ligue 1,26,18.7,0.11,7.81,0.91,0.27
Almamy Touré\Almamy-Toure,DF,Eint Frankfurt,de Bundesliga,24,7.8,0.00,6.92,1.28,4.49
