,,,,,,Stan,Expe,Expe
Player,Pos,Squad,Comp,Age,90s,SoT%,npxG/Sh,G-xG
,,,,,,,,
Jeffrey Schlupp\Jeffrey-Schlupp,MF,Crystal Palace,eng Premier League,27,15.9,55.6,0.09,0.03
Kasper Schmeichel\Kasper-Schmeichel,GK,Leicester City,eng Premier League,33,38.0,,,0.00
Jonathan Schmid\Jonathan-Schmid,DFMF,Freiburg,de Bundesliga,30,26.6,40.9,0.06,0.02
Romano Schmid\Romano-Schmid,FWMF,Werder Bremen,de Bundesliga,20,13.1,16.7,0.03,-0.05
Benno Schmitz\Benno-Schmitz,DF,Köln,de Bundesliga,25,4.6,25.0,0.07,-0.07
Morgan Schneiderlin\Morgan-Schneiderlin,MF,Nice,fr Ligue 1,30,24.4,36.4,0.06,-0.03
Alessandro Schöpf\Alessandro-Schopf,FWMF,Schalke 04,de Bundesliga,26,10.5,9.1,0.04,-0.04
Jerdy Schouten\Jerdy-Schouten,MF,Bologna,it Serie A,23,27.9,44.4,0.03,0.03
Nico Schulz\Nico-Schulz,DF,Dortmund,de Bundesliga,27,6.8,0.0,0.06,-0.01
Alexander Schwolow\Alexander-Schwolow,GK,Hertha BSC,de Bundesliga,28,26.0,,,0.00
Christopher Scott\Christopher-Scott,FW,Bayern Munich,de Bundesliga,18,0.4,0.0,0.03,0.00
Matteo Scozzarella\Matteo-Scozzarella,MF,Parma,it Serie A,32,1.7,,,0.00
Simone Scuffet\Simone-Scuffet,GK,Udinese,it Serie A,24,1.0,,,0.00
Jacopo Segre\Jacopo-Segre,MF,Torino,it Serie A,23,2.1,25.0,0.11,-0.19
Davie Selke\Davie-Selke,FW,Werder Bremen,de Bundesliga,25,9.0,44.4,0.12,-0.07
Malik Sellouki\Malik-Sellouki,FWMF,Nice,fr Ligue 1,20,0.7,25.0,0.06,1.00
Matz Sels\Matz-Sels,GK,Strasbourg,fr Ligue 1,28,6.0,,,0.00
Nélson Semedo\Nelson-Semedo,DF,Wolves,eng Premier League,26,33.1,47.8,0.08,-0.03
Léo Sena\Leo-Sena,MF,Spezia,it Serie A,24,9.8,0.0,0.04,-0.01
Stefano Sensi\Stefano-Sensi,MF,Inter,it Serie A,24,6.7,44.4,0.06,-0.16
Jaime Seoane\Jaime-Seoane,MF,Huesca,es La Liga,23,22.9,37.5,0.05,-0.01
Luigi Sepe\Luigi-Sepe,GK,Parma,it Serie A,29,36.0,,,0.00
Suat Serdar\Suat-Serdar,MF,Schalke 04,de Bundesliga,23,21.7,28.1,0.07,-0.06
Jean Seri\Jean-Seri,MF,Bordeaux,fr Ligue 1,29,7.9,0.0,0.03,-0.01
Femi Seriki\Femi-Seriki,DF,Sheffield Utd,eng Premier League,18,0.0,,,0.0
Ryan Sessegnon\Ryan-Sessegnon,DF,Hoffenheim,de Bundesliga,20,17.5,40.0,0.11,0.08
Nils Seufert\Nils-Seufert,MFFW,Arminia,de Bundesliga,23,3.8,0.0,0.04,0.00
Edgar Sevikyan\Edgar-Sevikyan,MF,Levante,es La Liga,18,0.1,,,0.00
Stephan El Shaarawy\Stephan-El-Shaarawy,FWMF,Roma,it Serie A,27,6.4,43.8,0.08,-0.05
Jamie Shackleton\Jamie-Shackleton,MFDF,Leeds United,eng Premier League,20,5.1,,,0.00
Xherdan Shaqiri\Xherdan-Shaqiri,MFFW,Liverpool,eng Premier League,28,6.2,0.0,0.04,-0.06
Billy Sharp\Billy-Sharp,FW,Sheffield Utd,eng Premier League,34,8.2,42.9,0.17,0.04
Luke Shaw\Luke-Shaw,DF,Manchester Utd,eng Premier League,25,29.5,54.5,0.06,0.01
Jonjo Shelvey\Jonjo-Shelvey,MF,Newcastle Utd,eng Premier League,28,29.1,21.4,0.06,-0.05
Eldor Shomurodov\Eldor-Shomurodov,FW,Genoa,it Serie A,25,18.6,47.4,0.13,0.16
Shola Shoretire\Shola-Shoretire,FW,Manchester Utd,eng Premier League,16,0.1,,,0.00
Mahame Siby\Mahame-Siby,MFFW,Strasbourg,fr Ligue 1,24,0.2,,,0.00
Abdoulaye Sidibé\Abdoulaye-Sidibe,MF,Saint-Étienne,fr Ligue 1,18,0.1,,,0.00
Djibril Sidibé\Djibril-Sidibe,DF,Monaco,fr Ligue 1,28,22.0,0.0,0.03,-0.00
Sidnei\Sidnei,DF,Betis,es La Liga,30,7.7,0.0,0.17,-0.03
Kaj Sierhuis\Kaj-Sierhuis,FW,Reims,fr Ligue 1,22,7.2,23.1,0.09,-0.15
Tim Siersleben\Tim-Siersleben,DF,Wolfsburg,de Bundesliga,20,0.4,0.0,0.06,-0.25
Gylfi Sigurðsson\Gylfi-Sigurdsson,MF,Everton,eng Premier League,30,25.0,26.7,0.08,-0.03
Luca Siligardi\Luca-Siligardi,FWMF,Parma,it Serie A,32,0.4,,,0.00
Luca Siligardi\Luca-Siligardi,MF,Crotone,it Serie A,32,0.5,50.0,0.03,-0.20
Adrien Silva\Adrien-Silva,MF,Sampdoria,it Serie A,31,17.8,16.7,0.06,0.03
André Silva\Andre-Silva,FW,Eint Frankfurt,de Bundesliga,24,30.7,49.5,0.18,0.12
Bernardo Silva\Bernardo-Silva,MFFW,Manchester City,eng Premier League,25,22.9,46.4,0.10,-0.03
Caio Henrique Oliveira Silva\Caio-Henrique-Oliveira-Silva,DF,Monaco,fr Ligue 1,23,26.3,20.0,0.11,-0.02
David Silva\David-Silva,MF,Real Sociedad,es La Liga,34,15.5,15.0,0.14,-0.06
Fábio Silva\Fabio-Silva,FW,Wolves,eng Premier League,18,15.2,34.8,0.11,-0.13
Florent da Silva\Florent-da-Silva,FW,Lyon,fr Ligue 1,17,0.0,,,0.0
Gabriel Silva\Gabriel-Silva,DF,Saint-Étienne,fr Ligue 1,29,3.9,,,0.00
Gastón Silva\Gaston-Silva,DF,Huesca,es La Liga,26,6.7,,,0.00
Rui Silva\Rui-Silva,GK,Granada,es La Liga,26,32.0,,,0.00
Thiago Silva\Thiago-Silva,DF,Chelsea,eng Premier League,35,21.5,30.8,0.09,0.04
Marco Silvestri\Marco-Silvestri,GK,Hellas Verona,it Serie A,29,34.0,,,0.00
Mohamed Simakan\Mohamed-Simakan,DF,Strasbourg,fr Ligue 1,20,17.9,28.6,0.10,-0.03
Giovanni Simeone\Giovanni-Simeone,FW,Cagliari,it Serie A,25,19.3,30.2,0.19,-0.11
Moses Simon\Moses-Simon,FWMF,Nantes,fr Ligue 1,25,25.8,43.2,0.20,-0.09
Unai Simón\Unai-Simon,GK,Athletic Club,es La Liga,23,37.0,,,0.00
Xavi Simons\Xavi-Simons,MF,Paris S-G,fr Ligue 1,17,0.0,0.0,0.07,-0.1
Jóan Símun Edmundsson\Joan-Simun-Edmundsson,MFFW,Arminia,de Bundesliga,29,0.6,66.7,0.17,0.83
Wilfried Singo\Wilfried-Singo,DF,Torino,it Serie A,19,20.6,10.0,0.11,-0.00
Daley Sinkgraven\Daley-Sinkgraven,DF,Leverkusen,de Bundesliga,25,17.4,16.7,0.07,-0.02
Dimitris Siovas\Dimitris-Siovas,DF,Huesca,es La Liga,31,34.1,27.6,0.07,0.00
Tobias Sippel\Tobias-Sippel,GK,M'Gladbach,de Bundesliga,32,3.8,,,0.00
Salvatore Sirigu\Salvatore-Sirigu,GK,Torino,it Serie A,33,32.0,,,0.00
Issouf Sissokho\Issouf-Sissokho,MF,Bordeaux,fr Ligue 1,18,0.9,50.0,0.03,1.00
Ibrahima Sissoko\Ibrahima-Sissoko,MF,Strasbourg,fr Ligue 1,22,28.7,12.5,0.05,-0.05
Moussa Sissoko\Moussa-Sissoko,MF,Tottenham,eng Premier League,30,17.6,33.3,0.12,-0.02
Nelson Sissoko\Nelson-Sissoko,DF,Saint-Étienne,fr Ligue 1,23,5.3,0.0,0.02,0.00
Antonio Sivera\Antonio-Sivera,GK,Alavés,es La Liga,23,0.8,,,0.00
Jacques Siwe\Jacques-Siwe,FW,Dijon,fr Ligue 1,19,1.9,0.0,0.10,-0.16
Ellyes Skhiri\Ellyes-Skhiri,MF,Köln,de Bundesliga,25,30.9,41.2,0.23,0.04
Łukasz Skorupski\Lukasz-Skorupski,GK,Bologna,it Serie A,29,28.0,,,0.00
Andreas Skov Olsen\Andreas-Skov-Olsen,FWDF,Bologna,it Serie A,20,13.1,33.3,0.12,-0.11
Robert Skov\Robert-Skov,FWDF,Hoffenheim,de Bundesliga,24,12.9,21.9,0.06,-0.09
Milan Škriniar\Milan-Skriniar,DF,Inter,it Serie A,25,30.9,40.0,0.12,0.04
Steven Skrzybski\Steven-Skrzybski,FWDF,Schalke 04,de Bundesliga,27,4.7,14.3,0.08,-0.28
Petar Škuletić\Petar-Skuletic,FWMF,Montpellier,fr Ligue 1,30,2.6,50.0,0.16,0.15
Islam Slimani\Islam-Slimani,FW,Leicester City,eng Premier League,32,0.2,0.0,0.04,0.00
Islam Slimani\Islam-Slimani,FW,Lyon,fr Ligue 1,32,6.4,36.8,0.15,0.03
William Smallbone\William-Smallbone,MF,Southampton,eng Premier League,20,1.9,100.0,0.07,-0.05
Chris Smalling\Chris-Smalling,DF,Roma,it Serie A,30,12.3,14.3,0.05,-0.03
Emile Smith-Rowe\Emile-Smith-Rowe,MFFW,Arsenal,eng Premier League,20,16.0,30.8,0.15,0.00
Robert Snodgrass\Robert-Snodgrass,MFFW,West Brom,eng Premier League,32,5.8,25.0,0.05,-0.03
Robert Snodgrass\Robert-Snodgrass,FWDF,West Ham,eng Premier League,32,0.1,,,0.00
Cédric Soares\Cedric-Soares,DF,Arsenal,eng Premier League,28,8.3,28.6,0.03,-0.02
Rafa Soares\Rafa-Soares,DF,Eibar,es La Liga,25,12.6,0.0,0.02,0.00
Rubén Sobrino\Ruben-Sobrino,MFFW,Valencia,es La Liga,28,0.5,,,0.00
Rubén Sobrino\Ruben-Sobrino,FWMF,Cádiz,es La Liga,28,12.4,55.6,0.26,-0.11
Simon Sohm\Simon-Sohm,MF,Parma,it Serie A,19,10.0,20.0,0.23,-0.02
Augusto Solari\Augusto-Solari,MF,Celta Vigo,es La Liga,28,5.4,60.0,0.25,0.13
Roberto Soldado\Roberto-Soldado,FW,Granada,es La Liga,35,16.0,34.5,0.15,0.20
Carlos Soler\Carlos-Soler,MF,Valencia,es La Liga,23,30.4,31.0,0.09,0.05
Yann Sommer\Yann-Sommer,GK,M'Gladbach,de Bundesliga,31,30.1,,,0.00
Son\Son,DFMF,Levante,es La Liga,26,12.3,62.5,0.07,-0.04
Brandon Soppy\Brandon-Soppy,DF,Rennes,fr Ligue 1,18,6.2,20.0,0.02,-0.02
David Soria\David-Soria,GK,Getafe,es La Liga,27,28.0,,,0.00
Roberto Soriano\Roberto-Soriano,MF,Bologna,it Serie A,29,36.1,31.1,0.10,0.08
Alberto Soro\Alberto-Soro,FWMF,Granada,es La Liga,21,4.4,50.0,0.39,0.05
Borna Sosa\Borna-Sosa,DF,Stuttgart,de Bundesliga,22,22.7,21.4,0.04,-0.03
Hugo Sotelo\Hugo-Sotelo,MF,Celta Vigo,es La Liga,16,0.0,,,0.0
Florian Sotoca\Florian-Sotoca,FW,Lens,fr Ligue 1,29,26.8,26.1,0.12,-0.07
Riccardo Sottil\Riccardo-Sottil,MFFW,Cagliari,it Serie A,21,13.2,36.0,0.08,0.00
Cheick Souaré\Cheick-Souare,MF,Marseille,fr Ligue 1,17,0.1,,,0.00
Tomáš Souček\Tomas-Soucek,MF,West Ham,eng Premier League,25,38.0,35.9,0.15,0.02
Rayan Souici\Rayan-Souici,DF,Saint-Étienne,fr Ligue 1,22,0.1,,,0.00
Cebio Soukou\Cebio-Soukou,FWMF,Arminia,de Bundesliga,27,5.1,11.1,0.08,0.04
Adama Soumaoro\Adama-Soumaoro,DF,Bologna,it Serie A,28,19.5,28.6,0.17,-0.01
Adama Soumaoro\Adama-Soumaoro,DF,Lille,fr Ligue 1,28,1.6,0.0,0.03,-0.06
Boubakary Soumaré\Boubakary-Soumare,MF,Lille,fr Ligue 1,21,21.3,33.3,0.03,-0.01
Yaya Soumaré\Yaya-Soumare,FW,Lyon,fr Ligue 1,20,0.0,,,0.0
Arnaud Souquet\Arnaud-Souquet,DF,Montpellier,fr Ligue 1,28,13.6,33.3,0.03,0.06
Ansou Sow\Ansou-Sow,MF,Lens,fr Ligue 1,20,0.1,,,0.00
Djibril Sow\Djibril-Sow,MF,Eint Frankfurt,de Bundesliga,23,24.2,27.3,0.05,-0.02
Saidou Sow\Saidou-Sow,DF,Saint-Étienne,fr Ligue 1,18,11.1,50.0,0.06,-0.01
Çağlar Söyüncü\Caglar-Soyuncu,DF,Leicester City,eng Premier League,24,20.2,33.3,0.06,0.02
Leonardo Spinazzola\Leonardo-Spinazzola,DF,Roma,it Serie A,27,23.6,27.3,0.09,0.00
Marco Sportiello\Marco-Sportiello,GK,Atalanta,it Serie A,28,14.0,,,0.00
Mattia Sprocati\Mattia-Sprocati,FW,Parma,it Serie A,27,0.2,,,0.00
Jerry St. Juste\Jerry-St-Juste,DF,Mainz 05,de Bundesliga,23,32.0,18.2,0.09,-0.06
Benjamin Stambouli\Benjamin-Stambouli,MFDF,Schalke 04,de Bundesliga,29,21.7,50.0,0.04,-0.00
Josip Stanišić\Josip-Stanisic,DF,Bayern Munich,de Bundesliga,20,1.0,0.0,0.08,-0.20
Niklas Stark\Niklas-Stark,DFMF,Hertha BSC,de Bundesliga,25,31.0,27.3,0.09,-0.03
Renato Steffen\Renato-Steffen,FWMF,Wolfsburg,de Bundesliga,28,17.4,46.7,0.14,0.04
Zack Steffen\Zack-Steffen,GK,Manchester City,eng Premier League,25,1.0,,,0.00
Pascal Stenzel\Pascal-Stenzel,DF,Stuttgart,de Bundesliga,24,14.2,20.0,0.03,-0.01
Dale Stephens\Dale-Stephens,MF,Burnley,eng Premier League,31,2.9,0.0,0.05,-0.07
Jack Stephens\Jack-Stephens,DF,Southampton,eng Premier League,26,17.1,33.3,0.12,-0.04
Raheem Sterling\Raheem-Sterling,FW,Manchester City,eng Premier League,25,28.2,41.8,0.17,-0.08
Enda Stevens\Enda-Stevens,DF,Sheffield Utd,eng Premier League,30,30.0,25.0,0.07,-0.04
Lars Stindl\Lars-Stindl,MFFW,M'Gladbach,de Bundesliga,31,21.8,44.9,0.10,0.18
Kevin Stöger\Kevin-Stoger,MFFW,Mainz 05,de Bundesliga,26,6.0,44.4,0.18,0.23
John Stones\John-Stones,DF,Manchester City,eng Premier League,26,21.5,33.3,0.15,0.08
Thomas Strakosha\Thomas-Strakosha,GK,Lazio,it Serie A,25,9.0,,,0.00
Tobias Strobl\Tobias-Strobl,MF,Augsburg,de Bundesliga,30,20.5,16.7,0.09,-0.02
Kevin Strootman\Kevin-Strootman,MF,Genoa,it Serie A,30,14.6,33.3,0.08,-0.03
Kevin Strootman\Kevin-Strootman,MF,Marseille,fr Ligue 1,30,2.6,,,0.00
Pascal Struijk\Pascal-Struijk,DFMF,Leeds United,eng Premier League,20,23.1,28.6,0.17,-0.06
Jens Stryger Larsen\Jens-Stryger-Larsen,DF,Udinese,it Serie A,29,29.3,45.8,0.12,-0.03
Stefano Sturaro\Stefano-Sturaro,MF,Genoa,it Serie A,27,4.9,40.0,0.08,0.12
Stefano Sturaro\Stefano-Sturaro,MF,Hellas Verona,it Serie A,27,4.7,0.0,0.04,0.00
Damián Suárez\Damian-Suarez,DF,Getafe,es La Liga,32,27.0,20.0,0.03,0.03
Denis Suárez\Denis-Suarez,MF,Celta Vigo,es La Liga,26,31.7,18.8,0.05,-0.03
Luis Suárez\Luis-Suarez,FW,Atlético Madrid,es La Liga,33,27.9,41.8,0.14,0.19
Marek Suchý\Marek-Suchy,DF,Augsburg,de Bundesliga,32,3.4,,,0.00
Niklas Süle\Niklas-Sule,DF,Bayern Munich,de Bundesliga,24,16.7,20.0,0.06,-0.01
Suso\Suso,FW,Sevilla,es La Liga,26,24.6,35.4,0.04,0.04
Bosko Sutalo\Bosko-Sutalo,DF,Atalanta,it Serie A,20,2.6,,,0.00
Mattias Svanberg\Mattias-Svanberg,MF,Bologna,it Serie A,21,20.6,29.8,0.07,0.04
Abdoulaye Sylla\Abdoulaye-Sylla,DF,Nantes,fr Ligue 1,20,0.1,,,0.00
Issiaga Sylla\Issiaga-Sylla,DF,Lens,fr Ligue 1,26,12.4,20.0,0.15,-0.04
Eddy Sylvestre\Eddy-Sylvestre,FWMF,Nice,fr Ligue 1,20,1.1,,,0.00
Ádám Szalai\Adam-Szalai,FW,Mainz 05,de Bundesliga,32,8.1,40.0,0.14,-0.15
Wojciech Szczęsny\Wojciech-Szczesny,GK,Juventus,it Serie A,30,29.7,,,0.00
Frederik Sørensen\Frederik-Sorensen,DFMF,Köln,de Bundesliga,28,1.1,,,0.00
Alexander Sørloth\Alexander-Sorloth,FW,RB Leipzig,de Bundesliga,24,16.0,35.4,0.12,-0.09
Tachi\Tachi,DF,Alavés,es La Liga,22,9.4,0.0,0.08,-0.02
Jonathan Tah\Jonathan-Tah,DF,Leverkusen,de Bundesliga,24,24.7,20.0,0.08,0.01
Waniss Taibi\Waniss-Taibi,MF,Angers,fr Ligue 1,18,0.4,,,0.00
Flavien Tait\Flavien-Tait,MFFW,Rennes,fr Ligue 1,27,15.2,33.3,0.10,-0.09
Adrien Tameze\Adrien-Tameze,MF,Hellas Verona,it Serie A,26,25.6,17.6,0.10,-0.03
Japhet Tanganga\Japhet-Tanganga,DF,Tottenham,eng Premier League,21,5.4,0.0,0.10,-0.04
Renato Tapia\Renato-Tapia,MF,Celta Vigo,es La Liga,25,30.0,27.8,0.05,-0.03
Edmond Tapsoba\Edmond-Tapsoba,DF,Leverkusen,de Bundesliga,21,29.5,29.4,0.06,-0.00
Matt Targett\Matt-Targett,DF,Aston Villa,eng Premier League,24,37.8,33.3,0.04,-0.01
James Tarkowski\James-Tarkowski,DF,Burnley,eng Premier League,27,36.0,27.3,0.12,-0.04
Ciprian Tătărușanu\Ciprian-Tatarusanu,GK,Milan,it Serie A,34,1.0,,,0.00
Percy Tau\Percy-Tau,FWMF,Brighton,eng Premier League,26,1.1,,,0.00
Niklas Tauer\Niklas-Tauer,MFDF,Mainz 05,de Bundesliga,19,0.8,,,0.00
Heriberto Tavares\Heriberto-Tavares,MFFW,Brest,fr Ligue 1,23,0.5,100.0,0.35,-0.60
Sidnei Tavares\Sidnei-Tavares,MF,Leicester City,eng Premier League,18,0.9,100.0,0.05,-0.11
Tomás Tavares\Tomas-Tavares,MFDF,Alavés,es La Liga,19,0.7,,,0.00
Charlie Taylor\Charlie-Taylor,DF,Burnley,eng Premier League,26,27.0,66.7,0.03,-0.00
Neil Taylor\Neil-Taylor,DF,Aston Villa,eng Premier League,31,0.2,,,0.00
Allan Tchaptchet\Allan-Tchaptchet,DF,Southampton,eng Premier League,18,0.1,,,0.00
Warren Tchimbembé\Warren-Tchimbembe,MFFW,Metz,fr Ligue 1,22,5.5,16.7,0.06,-0.07
Aurélien Tchouaméni\Aurelien-Tchouameni,MF,Monaco,fr Ligue 1,20,34.0,19.2,0.08,-0.06
Álvaro Tejero\Alvaro-Tejero,DF,Eibar,es La Liga,24,1.2,50.0,0.02,0.00
Nathan Tella\Nathan-Tella,FWMF,Southampton,eng Premier League,21,8.3,46.7,0.12,-0.10
Alex Telles\Alex-Telles,DF,Manchester Utd,eng Premier League,27,7.7,20.0,0.04,-0.03
Andrés Tello\Andres-Tello,MFDF,Benevento,it Serie A,23,4.6,42.9,0.06,0.13
Cristian Tello\Cristian-Tello,FWMF,Betis,es La Liga,28,14.3,40.0,0.06,0.19
Lino Tempelmann\Lino-Tempelmann,MFDF,Freiburg,de Bundesliga,21,3.0,0.0,0.04,-0.07
Hidde ter Avest\Hidde-ter-Avest,DF,Udinese,it Serie A,23,3.9,,,0.00
Marc-André ter Stegen\Marc-Andre-ter-Stegen,GK,Barcelona,es La Liga,28,31.0,0.0,0.07,-0.00
Pietro Terracciano\Pietro-Terracciano,GK,Fiorentina,it Serie A,30,3.0,,,0.00
Martin Terrier\Martin-Terrier,FWMF,Rennes,fr Ligue 1,23,27.1,37.0,0.12,0.10
Claudio Terzi\Claudio-Terzi,DF,Spezia,it Serie A,36,20.8,40.0,0.06,0.03
Kenny Tete\Kenny-Tete,DF,Fulham,eng Premier League,24,16.5,28.6,0.03,-0.01
Kenny Tete\Kenny-Tete,DF,Lyon,fr Ligue 1,24,0.2,,,0.00
Cedric Teuchert\Cedric-Teuchert,FWMF,Union Berlin,de Bundesliga,23,8.4,43.5,0.14,-0.04
Florian Thauvin\Florian-Thauvin,FWMF,Marseille,fr Ligue 1,27,30.4,27.5,0.12,-0.06
Malick Thiaw\Malick-Thiaw,DF,Schalke 04,de Bundesliga,18,16.1,50.0,0.06,0.03
Jan Thielmann\Jan-Thielmann,FWMF,Köln,de Bundesliga,18,11.4,36.4,0.10,0.08
Sada Thioub\Sada-Thioub,FWMF,Angers,fr Ligue 1,25,14.0,26.1,0.06,-0.04
William Thomas Fish\William-Thomas-Fish,DF,Manchester Utd,eng Premier League,17,0.0,,,0.0
Luke Thomas\Luke-Thomas,DF,Leicester City,eng Premier League,19,10.8,37.5,0.04,0.06
Romain Thomas\Romain-Thomas,DF,Angers,fr Ligue 1,32,33.6,53.3,0.14,0.05
Adrien Thomasson\Adrien-Thomasson,MF,Strasbourg,fr Ligue 1,26,29.2,32.6,0.14,-0.05
Erik Thommy\Erik-Thommy,DFFW,Stuttgart,de Bundesliga,25,3.5,10.0,0.05,-0.14
Morten Thorsby\Morten-Thorsby,MF,Sampdoria,it Serie A,24,29.4,37.5,0.15,-0.02
Marcus Thuram\Marcus-Thuram,FW,M'Gladbach,de Bundesliga,22,19.2,33.9,0.13,0.01
Khéphren Thuram-Ulie\Khephren-Thuram-Ulie,MF,Nice,fr Ligue 1,19,16.6,40.0,0.08,0.07
Cheikh Tidiane Sabaly\Cheikh-Tidiane-Sabaly,MF,Metz,fr Ligue 1,21,0.1,0.0,0.03,0.00
Youri Tielemans\Youri-Tielemans,MF,Leicester City,eng Premier League,23,37.3,38.3,0.06,0.04
Kieran Tierney\Kieran-Tierney,DF,Arsenal,eng Premier League,23,25.5,20.0,0.03,0.02
Steffen Tigges\Steffen-Tigges,FWDF,Dortmund,de Bundesliga,22,0.6,25.0,0.04,-0.33
Guus Til\Guus-Til,FW,Freiburg,de Bundesliga,22,1.4,50.0,0.16,-0.21
David Timor\David-Timor,MFDF,Getafe,es La Liga,30,15.5,27.8,0.03,-0.03
Jean-Clair Todibo\Jean-Clair-Todibo,DF,Nice,fr Ligue 1,20,14.8,14.3,0.08,0.03
Karl Toko Ekambi\Karl-Toko-Ekambi,FW,Lyon,fr Ligue 1,27,31.2,41.3,0.20,-0.14
Corentin Tolisso\Corentin-Tolisso,MF,Bayern Munich,de Bundesliga,25,8.7,58.3,0.19,-0.15
Jeremy Toljan\Jeremy-Toljan,DF,Sassuolo,it Serie A,25,16.6,16.7,0.08,-0.03
Rafael Tolói\Rafael-Toloi,DF,Atalanta,it Serie A,29,28.2,29.6,0.13,-0.05
Takehiro Tomiyasu\Takehiro-Tomiyasu,DF,Bologna,it Serie A,21,30.2,25.0,0.08,0.03
James Tomkins\James-Tomkins,DF,Crystal Palace,eng Premier League,31,6.1,0.0,0.09,-0.03
Fikayo Tomori\Fikayo-Tomori,DF,Chelsea,eng Premier League,22,0.5,,,0.00
Fikayo Tomori\Fikayo-Tomori,DF,Milan,it Serie A,22,16.3,80.0,0.08,0.04
Sandro Tonali\Sandro-Tonali,MF,Milan,it Serie A,20,14.8,33.3,0.05,-0.03
Lorenzo Tonelli\Lorenzo-Tonelli,DF,Sampdoria,it Serie A,30,19.8,16.7,0.11,-0.02
Toño\Tono,DF,Levante,es La Liga,30,8.1,0.0,0.02,0.00
Ömer Toprak\Omer-Toprak,DF,Werder Bremen,de Bundesliga,31,21.6,45.5,0.08,0.05
Tyron Tormin\Tyron-Tormin,MFFW,Saint-Étienne,fr Ligue 1,19,0.2,0.0,0.03,0.00
Ernesto Torregrossa\Ernesto-Torregrossa,FW,Sampdoria,it Serie A,28,1.9,50.0,0.14,0.21
Lucas Torreira\Lucas-Torreira,MFFW,Atlético Madrid,es La Liga,24,5.8,33.3,0.08,0.14
Ferrán Torres\Ferran-Torres,FWMF,Manchester City,eng Premier League,20,14.5,38.9,0.15,0.11
Óliver Torres\Oliver-Torres,MFFW,Sevilla,es La Liga,25,15.6,30.0,0.08,-0.05
Pau Torres\Pau-Torres,DF,Villarreal,es La Liga,23,33.0,37.5,0.16,0.02
Roberto Torres\Roberto-Torres,MFFW,Osasuna,es La Liga,31,21.0,21.4,0.06,0.04
Lucas Torró\Lucas-Torro,MF,Osasuna,es La Liga,26,17.2,41.2,0.09,-0.09
Jordan Torunarigha\Jordan-Torunarigha,DF,Hertha BSC,de Bundesliga,22,10.8,25.0,0.03,-0.01
Cenk Tosun\Cenk-Tosun,FW,Everton,eng Premier League,29,0.5,,,0.00
Abdoulaye Touré\Abdoulaye-Toure,MF,Nantes,fr Ligue 1,26,18.7,15.4,0.07,-0.03
Almamy Touré\Almamy-Toure,DF,Eint Frankfurt,de Bundesliga,24,7.8,30.8,0.09,-0.01
Lucas Tousart\Lucas-Tousart,MF,Hertha BSC,de Bundesliga,23,23.2,20.0,0.05,-0.02
Andros Townsend\Andros-Townsend,MFFW,Crystal Palace,eng Premier League,29,25.1,30.6,0.06,-0.05
Conor Townsend\Conor-Townsend,DF,West Brom,eng Premier League,27,24.8,36.4,0.09,-0.04
Mattéo Tramoni\Matteo-Tramoni,FWMF,Cagliari,it Serie A,20,0.8,0.0,0.05,-0.13
Adama Traoré\Adama-Traore,FW,Wolves,eng Premier League,24,29.4,30.2,0.05,-0.01
Amadou Traore\Amadou-Traore,MFFW,Bordeaux,fr Ligue 1,18,3.4,33.3,0.09,-0.09
Bertrand Traoré\Bertrand-Traore,FW,Aston Villa,eng Premier League,24,25.7,35.4,0.10,0.02
Boubacar Traoré\Boubacar-Traore,MF,Metz,fr Ligue 1,18,0.6,50.0,0.01,1.67
Chaka Traorè\Chaka-Traore,FWMF,Parma,it Serie A,15,0.2,0.0,0.06,-0.50
Charles Traore\Charles-Traore,DF,Nantes,fr Ligue 1,28,18.9,50.0,0.12,0.04
Cheick Traoré\Cheick-Traore,DF,Lens,fr Ligue 1,25,0.4,,,0.00
Hamari Traoré\Hamari-Traore,DF,Rennes,fr Ligue 1,28,33.3,20.8,0.06,-0.01
Ibrahima Traoré\Ibrahima-Traore,FWDF,M'Gladbach,de Bundesliga,32,1.1,,,0.00
Ismaël Traoré\Ismael-Traore,DF,Angers,fr Ligue 1,33,33.3,41.7,0.13,0.05
Kevin Trapp\Kevin-Trapp,GK,Eint Frankfurt,de Bundesliga,30,33.0,,,0.00
Miguel Trauco\Miguel-Trauco,DF,Saint-Étienne,fr Ligue 1,27,22.6,16.7,0.02,-0.00
Trézéguet\Trezeguet,FW,Aston Villa,eng Premier League,25,13.0,34.3,0.12,-0.14
Manu Trigueros\Manu-Trigueros,MF,Villarreal,es La Liga,28,28.1,26.7,0.09,-0.06
Christopher Trimmel\Christopher-Trimmel,DF,Union Berlin,de Bundesliga,33,28.6,33.3,0.03,0.02
Francisco Trincão\Francisco-Trincao,FWMF,Barcelona,es La Liga,20,7.8,52.2,0.14,-0.01
Alessandro Tripaldelli\Alessandro-Tripaldelli,DF,Cagliari,it Serie A,21,3.3,,,0.00
Kieran Trippier\Kieran-Trippier,DF,Atlético Madrid,es La Liga,29,27.5,33.3,0.04,-0.00
Leandro Trossard\Leandro-Trossard,FWMF,Brighton,eng Premier League,25,29.0,39.7,0.09,-0.00
Alexis Trouillet\Alexis-Trouillet,MF,Nice,fr Ligue 1,19,1.2,0.0,0.04,-0.08
