,Player,Position,Team,Comp,Age,MP,Min,Goals,Ast,G+A,xG,xA,SoT%,npxG/Sh,G-xG,Pass Cmp%,Prog Passes,Through Balls,Passes Under Pressure,Switch Passes,Crosses,Shot Creating Actions,Dribbles to Shot,Def Action to Shot,Tackles,Press,Shots Blocked,Interceptions,Clearances,Errors,Dribbles Successful,Dribble Distance,Mistakes,Ball Recoveries,Air Duels Won%,Values
1678,Karim Aribi,FW,nimes,fr Ligue 1,26,13,294,0.0,0.0,0.0,0.3,0.06,22.2,0.11,-0.3,64.5,1.21,0.0,6.06,0.0,0.3,2.12,0.0,0.0,0.3,18.2,0.0,0.0,1.21,0.0,0.91,31.8,3.94,3.64,21.2,880000.0
1679,Giuseppe Di Serio,FWMF,benevento,it Serie A,19,16,292,0.0,0.0,0.0,0.19,0.0,40.0,0.13,-0.19,69.7,3.44,0.0,9.69,0.31,0.63,2.19,0.0,0.0,0.63,20.0,0.0,0.31,0.31,0.0,1.25,89.4,3.13,5.31,47.8,550000.0
1680,Riqui Puig,MF,barcelona,es La Liga,20,14,292,0.31,0.0,0.31,0.09,0.06,50.0,0.07,0.22,91.1,6.56,0.63,19.1,1.25,0.0,3.75,0.0,0.0,1.56,20.6,0.0,0.63,0.0,0.0,1.88,261.9,2.19,7.5,20.0,19800000.0
1681,Juan Carlos,MFFW,huesca,es La Liga,29,15,291,0.0,0.31,0.31,0.16,0.09,25.0,0.11,-0.16,75.3,4.06,0.0,7.81,0.0,0.63,3.13,0.0,0.31,1.56,30.6,0.0,0.94,0.63,0.0,1.56,171.3,2.81,7.5,50.0,1100000.0
1682,Sam Lammers,FWMF,atalanta,it Serie A,23,15,291,0.63,0.0,0.62,0.41,0.09,44.4,0.14,0.22,75.4,2.81,0.0,8.44,0.0,0.31,3.13,0.63,0.0,0.94,13.8,0.31,0.0,0.94,0.0,5.0,67.8,5.0,5.94,45.5,6600000.0
1683,Faouzi Ghoulam,DFFW,napoli,it Serie A,29,11,289,0.0,0.0,0.0,0.03,0.13,0.0,0.03,-0.03,79.4,5.63,0.0,7.5,1.56,5.94,3.75,0.0,0.0,1.25,10.0,0.94,0.63,0.94,0.0,0.94,129.1,0.94,8.13,77.8,3300000.0
1684,Junior Firpo,DF,barcelona,es La Liga,23,7,289,0.31,0.31,0.62,0.25,0.22,100.0,0.83,0.06,89.0,4.38,0.0,9.38,0.0,1.25,2.5,0.0,0.31,0.63,10.0,0.94,1.25,1.88,0.0,0.94,155.6,1.25,6.25,50.0,8800000.0
1685,Nino,MFFW,elche,es La Liga,40,16,284,0.0,0.0,0.0,0.09,0.25,33.3,0.11,-0.09,87.0,1.88,0.0,8.44,1.88,0.94,0.94,0.0,0.0,0.0,8.13,0.0,0.0,0.0,0.0,0.31,50.6,1.25,4.06,12.5,110000.0
1686,Daniel Jebbison,FW,sheffield utd,eng Premier League,17,4,284,0.31,0.0,0.32,0.5,0.0,50.0,0.41,-0.19,70.6,0.31,0.0,2.19,0.0,0.31,1.25,0.0,0.31,1.25,19.1,0.31,0.94,0.0,0.0,0.63,16.6,2.81,5.0,19.2,1100000.0
1687,Bryan Reynolds,DF,roma,it Serie A,19,5,283,0.0,0.0,0.0,0.0,0.0,30.4,0.0,0.0,84.4,1.61,0.0,2.9,1.94,1.61,0.65,0.0,0.0,1.29,24.5,0.0,1.61,0.97,0.0,0.97,108.7,1.61,4.19,42.9,6600000.0
1688,Matias Vecino,MF,inter,it Serie A,28,8,283,0.32,0.32,0.64,0.42,0.1,60.0,0.27,-0.1,88.5,3.87,0.0,8.71,0.65,0.65,2.58,0.0,0.0,0.97,16.5,0.32,1.29,0.65,0.0,0.65,79.0,1.61,2.9,28.6,8800000.0
1689,Cengiz Under,MFFW,leicester city,eng Premier League,23,9,281,0.0,0.65,0.64,0.1,0.58,20.0,0.03,-0.1,70.5,3.23,0.0,8.71,1.61,3.23,4.19,0.65,0.0,0.97,14.2,0.0,0.97,0.0,0.0,3.87,151.0,3.23,7.1,0.0,19800000.0
1690,Melayro Bogarde,DFMF,hoffenheim,de Bundesliga,18,9,277,0.0,0.32,0.32,0.03,0.06,50.0,0.02,-0.03,86.3,5.16,0.0,5.81,2.9,0.0,2.58,0.0,0.0,2.26,15.2,0.0,0.97,1.94,0.0,0.97,129.4,2.26,13.5,62.5,2750000.0
1691,Keinan Davis,FWMF,aston villa,eng Premier League,22,15,277,0.32,0.32,0.65,0.32,0.16,22.2,0.12,0.0,73.4,0.97,0.0,12.6,0.32,1.94,4.84,0.97,0.32,0.97,20.3,0.32,0.0,0.65,0.0,2.26,74.2,3.55,3.87,50.0,3300000.0
1692,Dan-Axel Zagadou,DF,dortmund,de Bundesliga,21,9,276,0.0,0.0,0.0,0.0,0.0,100.0,0.04,0.0,86.4,0.97,0.0,8.39,1.94,0.0,0.0,0.0,0.0,0.97,7.42,0.97,2.9,3.87,0.0,0.65,144.2,0.0,13.2,76.9,19800000.0
1693,Mamadou Sakho,DF,crystal palace,eng Premier League,30,4,276,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,87.8,0.97,0.0,3.55,0.32,0.0,0.0,0.0,0.0,1.29,4.52,0.65,0.0,4.52,0.32,0.0,49.4,0.32,5.48,38.5,6600000.0
1694,Phil Bardsley,DF,burnley,eng Premier League,35,4,274,0.0,0.0,0.0,0.03,0.0,0.0,0.03,-0.03,70.3,3.67,0.0,7.67,1.67,2.33,1.0,0.33,0.0,2.0,13.0,0.33,1.0,4.67,0.0,0.67,63.3,0.33,13.0,50.0,330000.0
1695,Panagiotis Retsos,DF,saint-etienne,fr Ligue 1,21,4,272,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.0,86.1,3.0,0.0,9.0,2.33,0.0,1.0,0.0,0.33,2.33,12.3,0.33,2.33,5.67,0.0,1.33,207.3,0.0,13.3,68.2,4950000.0
1696,Gaston Pereiro,MFFW,cagliari,it Serie A,25,15,272,0.67,0.67,1.32,0.57,0.23,35.7,0.12,0.1,75.4,6.0,0.0,10.0,1.0,2.0,4.67,0.33,0.0,2.0,15.7,0.0,1.0,0.67,0.0,1.33,204.3,1.33,9.67,60.0,3850000.0
1697,Lino Tempelmann,MFDF,freiburg,de Bundesliga,21,10,270,0.0,0.0,0.0,0.07,0.0,0.0,0.04,-0.07,78.3,2.67,0.0,10.3,0.67,1.0,1.0,0.0,0.0,1.67,21.0,0.33,0.0,2.33,0.0,0.67,59.0,0.33,16.7,60.0,990000.0
1698,Bartosz Bialek,FWMF,wolfsburg,de Bundesliga,18,19,270,0.67,0.0,0.67,0.7,0.07,55.6,0.23,-0.03,70.0,3.33,0.0,8.33,1.0,0.0,3.33,0.0,0.0,2.0,23.0,0.0,1.0,0.33,0.0,0.33,62.0,3.67,9.33,18.8,5500000.0
1699,Denis Odoi,DF,fulham,eng Premier League,32,3,270,0.0,0.0,0.0,0.03,0.03,50.0,0.04,-0.03,82.7,3.33,0.0,5.33,0.33,1.33,1.67,0.0,0.0,1.0,7.67,0.33,0.33,3.67,0.0,0.0,214.0,0.0,11.7,53.8,660000.0
1700,Jimmy Dunne,DF,burnley,eng Premier League,22,3,270,0.33,0.0,0.33,0.13,0.03,14.3,0.06,0.2,71.2,0.67,0.0,7.0,1.33,0.0,1.0,0.0,0.0,1.33,8.0,1.33,1.0,6.33,0.0,0.33,16.3,0.67,19.7,76.7,660000.0
1701,Adrian Marin,DFFW,granada,es La Liga,23,9,269,0.0,0.33,0.33,0.03,0.03,0.0,0.09,-0.03,69.1,5.0,0.0,5.67,1.0,1.0,1.67,0.0,0.0,1.33,10.7,0.67,2.33,4.33,0.0,1.0,68.0,0.33,8.0,55.6,1320000.0
1702,Fabian Delph,MFDF,everton,eng Premier League,30,8,266,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,88.0,5.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,1.67,10.0,0.0,1.33,1.0,0.0,2.67,150.7,0.67,9.67,46.4,3850000.0
1703,Josh Benson,MF,burnley,eng Premier League,20,6,264,0.0,0.0,0.0,0.07,0.0,0.0,0.09,-0.07,72.9,2.41,0.0,4.83,0.0,1.38,0.34,0.0,0.0,2.76,12.4,0.34,0.34,0.69,0.0,1.72,40.0,1.03,8.28,20.0,440000.0
1704,Michael Hector,DF,fulham,eng Premier League,28,4,263,0.0,0.0,0.0,0.03,0.0,0.0,0.09,-0.03,79.4,3.79,0.0,4.48,0.69,0.0,0.69,0.0,0.0,2.41,9.66,1.03,0.0,3.79,0.0,0.69,154.1,0.34,8.62,62.5,3850000.0
1705,Cristian Dell'Orco,DF,spezia,it Serie A,26,8,262,0.0,0.0,0.0,0.03,0.0,0.0,0.08,-0.03,76.9,1.38,0.0,5.52,2.07,0.0,0.34,0.0,0.0,0.34,6.21,2.07,1.38,2.41,0.0,0.0,106.9,0.69,12.8,55.6,660000.0
1706,Dale Stephens,MF,burnley,eng Premier League,31,7,261,0.0,0.0,0.0,0.07,0.0,0.0,0.05,-0.07,83.1,4.14,0.0,7.59,0.34,0.0,0.69,0.0,0.0,3.45,16.6,0.0,1.03,0.0,0.0,0.34,52.1,0.0,16.9,55.6,2750000.0
1707,Billy Gilmour,MF,chelsea,eng Premier League,19,5,261,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.0,89.3,3.1,0.0,12.8,1.72,1.03,1.38,0.0,0.0,1.03,23.4,0.69,1.72,0.34,0.0,0.34,84.5,0.0,8.62,66.7,11000000.0
1708,Sergio Carreira,DF,celta vigo,es La Liga,19,3,259,0.34,0.0,0.35,0.14,0.0,50.0,0.19,0.21,77.1,3.45,0.0,5.52,0.69,1.38,0.0,0.0,0.0,1.72,13.4,0.0,0.34,2.07,0.0,0.34,70.7,0.69,5.52,50.0,1100000.0
1709,Youssef Maziz,MFFW,metz,fr Ligue 1,22,11,257,0.0,0.0,0.0,0.14,0.14,0.0,0.07,-0.14,70.6,3.79,0.0,7.59,1.03,1.03,3.79,0.34,0.0,0.34,15.5,0.0,1.03,0.69,0.0,2.07,85.2,2.07,5.86,60.0,880000.0
1710,Dion Lopy,MF,reims,fr Ligue 1,18,4,256,0.0,0.0,0.0,0.07,0.04,0.0,0.07,-0.07,87.2,2.5,0.0,6.07,1.43,0.36,2.14,0.36,0.0,0.71,14.6,0.0,1.43,0.36,0.0,2.14,102.5,1.79,5.36,66.7,880000.0
1711,James Lea Siliki,MF,rennes,fr Ligue 1,24,7,255,0.0,0.0,0.0,0.11,0.0,16.7,0.04,-0.11,77.6,5.36,0.0,8.57,2.86,1.79,2.5,0.36,0.0,1.43,15.7,0.36,0.0,0.71,0.36,0.36,119.3,1.07,8.21,50.0,4400000.0
1712,Fabio Carvalho,MFFW,fulham,eng Premier League,17,4,255,0.36,0.0,0.35,0.39,0.14,44.4,0.13,-0.04,77.9,1.79,0.0,5.0,0.0,0.71,1.79,0.36,0.36,2.86,38.9,0.0,1.43,0.0,0.0,2.14,77.1,2.14,5.71,16.7,275000.0
1713,Alex Oxlade-Chamberlain,FWMF,liverpool,eng Premier League,26,13,253,0.36,0.36,0.71,0.14,0.07,37.5,0.05,0.21,75.4,5.36,0.36,5.0,2.14,0.36,1.79,0.0,0.0,0.71,17.5,0.0,0.36,0.36,0.0,0.71,113.9,2.86,11.8,33.3,19800000.0
1714,Yann Bodiger,MF,cadiz,es La Liga,25,9,251,0.0,0.0,0.0,0.0,0.04,30.4,0.0,0.0,69.8,1.43,0.0,7.14,1.07,0.36,2.14,0.0,0.71,1.07,25.4,1.07,2.14,1.43,0.0,0.0,89.3,1.07,10.4,40.0,880000.0
1715,Neco Williams,DF,liverpool,eng Premier League,19,6,249,0.0,0.0,0.0,0.04,0.11,0.0,0.05,-0.04,73.2,6.07,0.0,7.14,0.0,3.93,1.43,0.0,0.0,2.14,16.1,0.36,1.79,1.43,0.0,2.14,137.1,0.36,8.57,50.0,8800000.0
1716,Javi Lopez,DFMF,alaves,es La Liga,18,9,248,0.0,0.0,0.0,0.04,0.04,100.0,0.08,-0.04,77.4,2.5,0.36,6.79,2.5,3.93,1.07,0.0,0.0,2.14,18.2,0.0,2.14,2.5,0.0,1.43,111.8,1.43,11.1,50.0,660000.0
1717,Georginio Rutter,FW,hoffenheim,de Bundesliga,18,9,241,0.37,0.0,0.37,0.15,0.07,42.9,0.06,0.22,79.7,1.85,0.0,7.41,1.48,1.48,2.59,0.0,0.0,1.85,21.9,0.0,0.37,1.11,0.0,2.96,38.9,3.33,7.04,50.0,3850000.0
1718,Martin Montoya,DF,betis,es La Liga,29,5,239,0.0,0.0,0.0,0.0,0.11,0.0,0.02,0.0,76.7,3.7,0.0,5.19,1.11,1.85,1.85,0.0,0.0,2.22,10.4,0.74,0.37,2.59,0.0,0.74,73.3,0.37,10.0,70.0,2200000.0
1719,Maxence Rivera,MFFW,saint-etienne,fr Ligue 1,18,17,239,0.0,0.0,0.0,0.04,0.04,50.0,0.05,-0.04,74.5,3.33,0.0,4.81,1.11,2.22,1.85,0.0,0.0,4.81,34.8,0.0,1.48,0.0,0.0,1.85,148.1,4.44,7.78,0.0,2750000.0
1720,Blendi Idrizi,MF,schalke 04,de Bundesliga,22,3,238,0.38,0.0,0.38,0.19,0.08,25.0,0.11,0.19,76.5,2.31,0.0,5.77,0.38,0.38,0.38,0.0,0.0,3.46,21.9,1.15,3.85,0.38,0.0,0.0,93.1,1.15,9.23,15.4,440000.0
1721,Petar Skuletic,FWMF,montpellier,fr Ligue 1,30,19,234,0.77,0.0,0.77,0.62,0.15,50.0,0.16,0.15,56.9,0.77,0.0,7.69,0.77,0.77,1.92,0.0,0.0,2.31,26.2,0.77,0.0,1.54,0.0,0.38,22.3,5.38,3.85,48.9,770000.0
1722,Bosko Sutalo,DF,atalanta,it Serie A,20,7,233,0.0,0.0,0.0,0.0,0.08,30.4,0.0,0.0,83.9,3.08,0.0,7.31,0.38,0.77,1.92,0.0,0.0,2.69,9.62,0.38,0.77,6.15,0.0,0.38,135.0,1.15,11.2,63.6,3850000.0
1723,Valentin Antov,DF,bologna,it Serie A,19,5,232,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,89.1,1.92,0.0,1.92,2.69,0.0,0.38,0.0,0.0,2.31,13.5,1.92,1.92,4.23,0.0,0.38,123.1,0.0,5.0,28.6,2200000.0
1724,Vicente Esquerdo,MF,valencia,es La Liga,21,4,231,0.0,0.0,0.0,0.0,0.04,0.0,0.02,0.0,79.4,2.69,0.0,6.92,1.92,0.77,1.15,0.0,0.38,2.69,17.7,1.15,1.92,2.31,0.0,0.77,31.5,0.38,6.92,40.0,1100000.0
1725,Pietro Pellegri,FWMF,monaco,fr Ligue 1,19,16,230,0.38,0.0,0.39,0.58,0.12,30.0,0.15,-0.19,57.1,0.77,0.0,7.31,0.0,1.15,1.92,0.0,0.0,0.77,23.8,0.0,0.0,0.0,0.0,1.15,81.9,2.69,5.0,32.1,6600000.0
1726,Sekou Mara,FW,bordeaux,fr Ligue 1,18,8,229,0.4,0.8,1.18,0.2,0.16,100.0,0.12,0.2,56.7,1.2,0.0,11.2,0.0,0.4,1.6,0.4,0.0,1.6,26.8,0.0,0.0,0.4,0.0,2.0,40.8,5.2,4.4,71.4,880000.0
1727,Mateo Musacchio,DF,lazio,it Serie A,29,4,229,0.0,0.0,0.0,0.0,0.0,30.4,0.0,0.0,88.8,1.6,0.0,2.0,0.8,0.0,0.0,0.0,0.0,0.4,10.8,0.4,1.6,3.2,0.0,0.4,91.6,0.8,5.6,12.5,2200000.0
1728,Lee Peltier,DF,west brom,eng Premier League,33,4,229,0.0,0.0,0.0,0.0,0.0,30.4,0.0,0.0,63.2,0.8,0.0,4.8,0.4,0.8,0.8,0.0,0.0,4.0,12.8,0.0,0.8,4.8,0.0,0.4,20.0,0.4,6.4,75.0,440000.0
1729,Francesco Cassata,DFMF,genoa,it Serie A,23,8,227,0.0,0.0,0.0,0.04,0.04,100.0,0.05,-0.04,74.2,4.0,0.0,6.8,2.0,1.6,1.2,0.0,0.0,3.2,25.6,0.0,1.6,0.8,0.0,0.8,86.8,0.8,8.0,20.0,2420000.0
1730,Ronaldo Vieira,MFDF,hellas verona,it Serie A,22,4,226,0.0,0.0,0.0,0.0,0.04,0.0,0.02,0.0,79.5,3.6,0.4,8.4,0.8,0.0,1.2,0.0,0.0,1.6,17.6,2.0,0.0,1.2,0.0,0.8,66.4,0.4,15.2,66.7,5500000.0
1731,Mitchell Weiser,DF,leverkusen,de Bundesliga,26,5,226,0.4,0.0,0.4,0.04,0.0,100.0,0.03,0.36,84.3,5.2,0.0,10.4,0.0,1.6,0.8,0.0,0.0,1.6,18.8,0.0,0.8,3.2,0.0,0.8,130.0,1.6,10.4,50.0,3300000.0
1732,Conor Hourihane,MF,aston villa,eng Premier League,29,4,225,0.4,0.4,0.8,0.2,0.32,40.0,0.1,0.2,74.8,3.6,0.0,4.4,2.8,4.8,3.2,0.0,0.0,0.0,6.8,0.0,0.0,0.8,0.0,0.0,32.8,0.4,4.8,100.0,3850000.0
1733,Kwadwo Asamoah,DFMF,cagliari,it Serie A,31,9,224,0.0,0.0,0.0,0.04,0.0,50.0,0.03,-0.04,85.3,2.8,0.0,2.8,0.0,1.6,0.8,0.0,0.0,2.0,6.8,0.4,2.0,1.6,0.4,0.0,101.6,0.4,8.4,66.7,1100000.0
1734,Jean-Philippe Krasso,FW,saint-etienne,fr Ligue 1,23,6,223,0.0,0.0,0.0,0.08,0.16,75.0,0.05,-0.08,65.2,2.0,0.0,3.6,0.0,1.2,2.4,0.4,0.0,2.0,20.0,0.4,1.2,0.4,0.0,1.6,26.4,3.2,4.4,28.6,990000.0
1735,Davy Klaassen,MF,werder bremen,de Bundesliga,27,3,222,0.0,0.0,0.0,0.04,0.0,0.0,0.03,-0.04,68.8,2.0,0.0,5.2,0.0,0.4,1.2,0.0,0.0,1.2,23.6,0.4,0.8,0.0,0.0,0.4,22.4,2.0,12.0,33.3,18700000.0
1736,Rabbi Matondo,FWMF,schalke 04,de Bundesliga,19,3,220,0.0,0.0,0.0,0.0,0.04,30.4,0.0,0.0,85.0,1.25,0.0,5.42,0.83,0.42,1.67,0.0,0.42,1.67,26.3,0.42,0.83,0.0,0.0,0.83,90.4,2.08,4.58,33.3,4400000.0
1737,Blanco,MFDF,real madrid,es La Liga,20,4,220,0.0,0.0,0.0,0.0,0.04,0.0,0.02,0.0,92.0,4.17,0.0,4.58,3.33,1.25,2.08,0.0,0.0,2.5,30.4,0.83,0.83,2.5,0.0,0.42,52.5,0.42,12.5,16.7,5500000.0
1738,Marcin Kaminski,DF,stuttgart,de Bundesliga,28,5,219,0.0,0.0,0.0,0.0,0.08,30.4,0.0,0.0,88.3,13.8,0.0,7.08,2.08,0.83,2.92,0.0,0.0,0.42,3.75,0.42,0.42,5.83,0.0,0.0,262.5,0.0,13.3,62.5,880000.0
1739,Alan Empereur,DF,hellas verona,it Serie A,26,4,219,0.0,0.0,0.0,0.04,0.0,0.0,0.06,-0.04,78.5,4.17,0.0,2.92,0.83,0.0,0.42,0.0,0.0,0.83,6.25,0.42,2.08,2.08,0.83,0.0,114.6,0.0,10.0,37.5,1100000.0
1740,Andri Fannar Baldursson,MF,bologna,it Serie A,18,8,217,0.0,0.0,0.0,0.08,0.04,0.0,0.11,-0.08,78.6,2.08,0.0,4.17,0.42,0.0,1.67,0.0,0.0,2.08,30.8,0.42,0.42,3.33,0.0,0.42,52.1,2.08,7.92,50.0,1100000.0
1741,Kwon Chang-hoon,MFFW,freiburg,de Bundesliga,26,12,216,0.0,0.0,0.0,0.04,0.0,0.0,0.03,-0.04,76.1,2.92,0.0,8.33,0.42,1.67,1.67,0.0,0.0,2.08,28.8,0.42,2.08,0.83,0.0,2.92,55.0,1.25,5.0,50.0,2200000.0
1742,Darko Churlinov,DFFW,stuttgart,de Bundesliga,20,14,216,0.0,0.42,0.42,0.04,0.17,0.0,0.04,-0.04,81.8,4.17,0.0,7.08,0.42,2.08,2.5,0.0,0.0,1.25,15.4,0.42,0.42,1.67,0.0,2.92,151.3,2.92,8.75,25.0,1100000.0
1743,Inigo Cordoba,MF,alaves,es La Liga,23,7,216,0.0,0.0,0.0,0.0,0.13,0.0,0.02,0.0,63.6,2.08,0.0,8.75,0.83,2.5,2.08,0.0,0.0,2.92,35.4,0.0,1.67,0.42,0.0,1.25,50.0,3.33,8.33,45.5,2200000.0
1744,Daniel Ginczek,FWMF,wolfsburg,de Bundesliga,29,11,215,0.0,0.0,0.0,0.17,0.13,0.0,0.11,-0.17,57.9,2.92,0.0,12.9,0.0,0.42,2.08,0.0,0.0,1.67,27.5,0.0,0.0,1.67,0.0,1.25,21.7,3.33,9.17,62.5,2200000.0
1745,Davy Propper,MF,brighton,eng Premier League,28,7,213,0.0,0.0,0.0,0.04,0.0,50.0,0.03,-0.04,76.0,5.42,0.0,5.0,0.42,0.83,0.42,0.0,0.0,2.92,12.5,0.0,0.83,0.0,0.0,0.0,77.9,0.83,5.0,42.9,8800000.0
1746,Mario Mandzukic,FW,milan,it Serie A,34,10,212,0.0,0.0,0.0,0.33,0.04,60.0,0.17,-0.33,64.9,0.83,0.0,6.67,0.0,0.83,1.67,0.0,0.0,3.33,25.8,0.0,0.42,1.25,0.0,0.0,20.8,0.42,3.33,52.0,880000.0
1747,Shane Long,FW,southampton,eng Premier League,33,11,210,0.0,0.0,0.0,0.0,0.0,50.0,0.02,0.0,64.4,1.74,0.0,9.13,0.0,0.0,0.0,0.0,0.0,0.87,14.8,0.0,0.87,0.43,0.0,1.3,14.3,3.04,7.83,51.7,1320000.0
1748,Diego Costa,FW,atletico madrid,es La Liga,31,7,208,0.87,0.0,0.87,0.61,0.13,50.0,0.16,0.26,76.7,1.74,0.43,10.4,0.87,0.87,3.91,0.0,0.0,0.43,13.0,0.0,0.0,0.87,0.0,0.0,31.7,3.04,1.3,37.5,6600000.0
1749,John Guidetti,FWMF,alaves,es La Liga,28,10,208,0.43,0.0,0.43,0.48,0.0,20.0,0.22,-0.04,69.6,2.17,0.43,10.0,0.87,0.43,2.17,0.0,0.0,0.87,20.4,0.0,0.0,0.43,0.0,0.43,17.0,2.17,3.48,63.6,1320000.0
1750,Matteo Ruggeri,DF,atalanta,it Serie A,18,6,208,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,81.4,3.91,0.0,2.17,0.43,3.48,1.74,0.0,0.0,1.74,7.83,0.0,1.74,1.74,0.0,0.43,115.2,1.3,3.48,66.7,2200000.0
1751,Federico Peluso,DF,sassuolo,it Serie A,36,7,207,0.0,0.0,0.0,0.0,0.0,30.4,0.0,0.0,92.8,3.91,0.0,5.65,0.87,0.0,0.0,0.0,0.0,1.3,5.65,0.87,0.87,3.91,0.0,0.0,155.7,0.0,7.39,50.0,440000.0
1752,Bernardo,DFMF,brighton,eng Premier League,25,3,206,0.0,0.0,0.0,0.13,0.09,0.0,0.08,-0.13,71.3,2.61,0.0,5.65,0.43,1.74,1.74,0.0,0.0,3.48,14.8,0.0,0.0,1.3,0.0,0.0,51.3,0.87,5.22,45.5,4400000.0
1753,Sylvain Marveaux,MFFW,lorient,fr Ligue 1,34,9,200,0.0,0.0,0.0,0.36,0.0,20.0,0.17,-0.36,81.2,5.0,0.45,5.45,0.0,0.45,3.18,0.91,0.0,3.18,15.5,0.0,0.45,0.45,0.0,1.82,132.7,1.36,9.55,66.7,550000.0
1754,Lazar Samardzic,MFFW,rb leipzig,de Bundesliga,18,7,200,0.0,0.45,0.45,0.0,0.23,0.0,0.03,0.0,75.4,1.82,0.45,11.4,0.0,0.0,1.82,0.45,0.0,3.64,40.0,0.0,2.27,0.45,0.0,2.73,67.7,1.82,6.36,50.0,3300000.0
1755,Patrick Cutrone,FWMF,fiorentina,it Serie A,22,11,196,0.0,0.0,0.0,0.09,0.0,33.3,0.06,-0.09,78.6,0.45,0.0,5.91,0.45,0.91,0.0,0.0,0.0,1.36,28.6,0.0,0.0,0.0,0.0,0.0,50.9,1.36,5.0,30.8,9900000.0
1756,Isaac Lihadji,MFDF,lille,fr Ligue 1,18,15,196,0.0,0.45,0.46,0.27,0.36,50.0,0.16,-0.27,69.4,4.55,0.0,6.82,2.27,2.27,5.0,0.0,0.45,4.09,20.9,0.0,0.0,0.45,0.0,4.55,164.1,3.18,10.5,40.0,4400000.0
1757,Damian Kadzior,FWMF,eibar,es La Liga,28,6,195,0.0,0.0,0.0,0.05,0.0,20.0,0.02,-0.05,57.9,1.36,0.0,5.45,3.64,5.91,0.45,0.0,0.0,0.45,15.5,0.0,0.0,0.0,0.0,1.82,36.4,0.45,7.27,0.0,1870000.0
1758,Juan Bernat,DF,paris s-g,fr Ligue 1,27,3,194,0.0,0.0,0.0,0.0,0.14,30.4,0.0,0.0,90.7,3.64,0.91,2.73,0.45,0.45,1.36,0.0,0.0,2.73,17.3,0.0,0.45,2.27,0.0,1.36,54.1,0.45,5.0,0.0,17600000.0
1759,Alberto Moreno,DF,villarreal,es La Liga,28,5,193,0.0,0.0,0.0,0.14,0.0,0.0,0.07,-0.14,84.0,1.43,0.0,7.14,1.9,1.9,2.38,0.95,0.0,2.38,13.8,0.48,0.48,2.38,0.0,1.43,190.5,0.0,5.71,46.4,2750000.0
1760,Jacopo Segre,MF,torino,it Serie A,23,9,191,0.0,0.0,0.0,0.19,0.0,25.0,0.11,-0.19,87.9,0.95,0.0,5.71,1.9,0.0,2.38,0.0,0.0,2.86,12.9,0.0,0.0,0.48,0.0,1.43,141.4,0.0,8.57,40.0,1540000.0
1761,Brandon Williams,DF,manchester utd,eng Premier League,19,4,188,0.0,0.0,0.0,0.05,0.0,100.0,0.1,-0.05,85.7,2.86,0.0,11.4,0.0,0.48,0.48,0.0,0.0,0.48,7.14,0.0,4.29,1.43,0.0,0.48,150.5,0.95,6.19,0.0,11000000.0
1762,Owen Otasowie,MFFW,wolves,eng Premier League,19,6,187,0.0,0.48,0.48,0.29,0.05,0.0,0.14,-0.29,70.3,0.95,0.0,8.57,0.95,0.0,3.33,0.0,0.0,3.33,16.7,0.48,1.43,0.95,0.0,1.43,78.6,2.86,8.57,50.0,1650000.0
1763,Kays Ruiz,FWMF,paris s-g,fr Ligue 1,17,7,186,0.0,0.0,0.0,0.05,0.0,0.0,0.03,-0.05,87.8,6.67,0.48,9.52,0.95,0.48,2.38,0.0,0.0,0.48,21.4,0.0,0.48,0.95,0.0,2.38,262.9,1.43,5.24,25.0,3300000.0
1764,Divock Origi,FW,liverpool,eng Premier League,25,9,186,0.0,0.0,0.0,0.48,0.1,28.6,0.14,-0.48,76.7,0.48,0.0,2.86,0.0,1.43,1.43,0.0,0.0,2.38,21.0,0.48,0.48,0.95,0.0,0.48,102.4,3.81,7.14,27.3,13200000.0
1765,Mamadou Coulibaly,MF,udinese,it Serie A,21,3,184,0.0,0.0,0.0,0.05,0.05,0.0,0.06,-0.05,76.8,4.5,0.5,6.0,1.0,0.5,3.0,0.0,0.0,5.0,18.0,0.5,0.5,0.0,0.0,0.5,35.0,3.0,14.5,0.0,2200000.0
1766,Fabrizio Caligara,MF,cagliari,it Serie A,20,10,183,0.0,0.0,0.0,0.0,0.05,30.4,0.0,0.0,77.9,1.5,0.0,6.5,0.5,2.0,1.0,0.0,0.0,2.0,36.5,1.5,1.5,2.0,0.0,0.5,42.0,0.5,7.5,100.0,825000.0
1767,Jerome Onguene,DF,genoa,it Serie A,22,4,181,0.0,0.0,0.0,0.0,0.0,30.4,0.0,0.0,84.0,1.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,1.5,23.5,0.0,2.5,7.5,0.0,0.0,40.0,0.5,9.5,44.4,3850000.0
