,,,,,,Tack,Pres,Bloc,,,
Player,Pos,Squad,Comp,Age,90s,Tkl,Press,Sh,Int,Clr,Err
,,,,,,,,,,,
Kaj Sierhuis\Kaj-Sierhuis,FW,Reims,fr Ligue 1,22,7.2,0.56,16.0,0.28,0.28,0.69,0.00
Tim Siersleben\Tim-Siersleben,DF,Wolfsburg,de Bundesliga,20,0.4,5.00,10.0,0.00,2.50,10.0,0.00
Gylfi Sigurðsson\Gylfi-Sigurdsson,MF,Everton,eng Premier League,30,25.0,1.40,19.0,0.16,1.24,0.84,0.00
Luca Siligardi\Luca-Siligardi,MF,Crotone,it Serie A,32,0.5,4.00,30.0,0.00,0.00,0.00,0.00
Luca Siligardi\Luca-Siligardi,FWMF,Parma,it Serie A,32,0.4,2.50,15.0,0.00,0.00,0.00,0.00
Adrien Silva\Adrien-Silva,MF,Sampdoria,it Serie A,31,17.8,2.75,28.0,0.17,1.91,0.79,0.00
André Silva\Andre-Silva,FW,Eint Frankfurt,de Bundesliga,24,30.7,0.36,11.2,0.03,0.13,0.46,0.00
Bernardo Silva\Bernardo-Silva,MFFW,Manchester City,eng Premier League,25,22.9,1.40,16.4,0.04,0.92,0.39,0.00
Caio Henrique Oliveira Silva\Caio-Henrique-Oliveira-Silva,DF,Monaco,fr Ligue 1,23,26.3,2.28,11.6,0.11,0.84,1.33,0.00
David Silva\David-Silva,MF,Real Sociedad,es La Liga,34,15.5,1.23,14.1,0.06,1.23,0.39,0.00
Fábio Silva\Fabio-Silva,FW,Wolves,eng Premier League,18,15.2,0.66,17.2,0.07,0.33,0.33,0.00
Florent da Silva\Florent-da-Silva,FW,Lyon,fr Ligue 1,17,0.0,0,1,0,0,0,0
Gabriel Silva\Gabriel-Silva,DF,Saint-Étienne,fr Ligue 1,29,3.9,1.79,12.1,0.26,1.54,2.31,0.00
Gastón Silva\Gaston-Silva,DF,Huesca,es La Liga,26,6.7,2.99,14.9,1.04,1.34,3.88,0.00
Rui Silva\Rui-Silva,GK,Granada,es La Liga,26,32.0,0.00,0.19,0.00,0.00,0.09,0.03
Thiago Silva\Thiago-Silva,DF,Chelsea,eng Premier League,35,21.5,1.07,4.74,0.60,1.30,5.30,0.05
Marco Silvestri\Marco-Silvestri,GK,Hellas Verona,it Serie A,29,34.0,0.00,0.09,0.00,0.00,0.03,0.00
Mohamed Simakan\Mohamed-Simakan,DF,Strasbourg,fr Ligue 1,20,17.9,2.46,10.2,0.67,1.34,3.46,0.00
Giovanni Simeone\Giovanni-Simeone,FW,Cagliari,it Serie A,25,19.3,1.14,19.3,0.05,0.78,0.83,0.00
Moses Simon\Moses-Simon,FWMF,Nantes,fr Ligue 1,25,25.8,1.24,12.1,0.04,0.70,0.66,0.00
Unai Simón\Unai-Simon,GK,Athletic Club,es La Liga,23,37.0,0.00,0.14,0.00,0.00,0.05,0.05
Xavi Simons\Xavi-Simons,MF,Paris S-G,fr Ligue 1,17,0.0,1,3,0,0,0,0
Jóan Símun Edmundsson\Joan-Simun-Edmundsson,MFFW,Arminia,de Bundesliga,29,0.6,3.33,18.3,0.00,0.00,1.67,0.00
Wilfried Singo\Wilfried-Singo,DF,Torino,it Serie A,19,20.6,1.31,9.22,0.15,1.65,2.14,0.05
Daley Sinkgraven\Daley-Sinkgraven,DF,Leverkusen,de Bundesliga,25,17.4,1.90,12.5,0.40,1.21,1.67,0.00
Dimitris Siovas\Dimitris-Siovas,DF,Huesca,es La Liga,31,34.1,1.38,7.74,0.59,1.20,5.43,0.03
Tobias Sippel\Tobias-Sippel,GK,M'Gladbach,de Bundesliga,32,3.8,0.00,0.00,0.00,0.00,0.00,0.00
Salvatore Sirigu\Salvatore-Sirigu,GK,Torino,it Serie A,33,32.0,0.00,0.22,0.00,0.00,0.00,0.03
Issouf Sissokho\Issouf-Sissokho,MF,Bordeaux,fr Ligue 1,18,0.9,7.78,32.2,0.00,1.11,0.00,0.00
Ibrahima Sissoko\Ibrahima-Sissoko,MF,Strasbourg,fr Ligue 1,22,28.7,2.37,17.8,0.21,1.85,1.95,0.00
Moussa Sissoko\Moussa-Sissoko,MF,Tottenham,eng Premier League,30,17.6,1.42,13.7,0.28,0.91,1.82,0.00
Nelson Sissoko\Nelson-Sissoko,DF,Saint-Étienne,fr Ligue 1,23,5.3,2.64,10.2,0.38,0.94,3.96,0.19
Antonio Sivera\Antonio-Sivera,GK,Alavés,es La Liga,23,0.8,0.00,0.00,0.00,0.00,0.00,0.00
Jacques Siwe\Jacques-Siwe,FW,Dijon,fr Ligue 1,19,1.9,2.63,21.1,0.00,0.53,0.53,0.00
Ellyes Skhiri\Ellyes-Skhiri,MF,Köln,de Bundesliga,25,30.9,2.85,17.4,0.52,2.72,1.62,0.06
Łukasz Skorupski\Lukasz-Skorupski,GK,Bologna,it Serie A,29,28.0,0.00,0.11,0.00,0.00,0.04,0.18
Andreas Skov Olsen\Andreas-Skov-Olsen,FWDF,Bologna,it Serie A,20,13.1,1.60,15.7,0.00,0.31,1.53,0.00
Robert Skov\Robert-Skov,FWDF,Hoffenheim,de Bundesliga,24,12.9,1.78,14.5,0.23,0.93,0.93,0.00
Milan Škriniar\Milan-Skriniar,DF,Inter,it Serie A,25,30.9,1.78,7.73,0.61,0.87,3.07,0.06
Steven Skrzybski\Steven-Skrzybski,FWDF,Schalke 04,de Bundesliga,27,4.7,1.49,24.0,0.21,1.06,0.21,0.00
Petar Škuletić\Petar-Skuletic,FWMF,Montpellier,fr Ligue 1,30,2.6,2.31,26.2,0.77,0.00,1.54,0.00
Islam Slimani\Islam-Slimani,FW,Leicester City,eng Premier League,32,0.2,0.00,25.0,0.00,0.00,0.00,0.00
Islam Slimani\Islam-Slimani,FW,Lyon,fr Ligue 1,32,6.4,1.56,19.2,0.16,0.16,0.63,0.00
William Smallbone\William-Smallbone,MF,Southampton,eng Premier League,20,1.9,3.16,22.6,0.00,0.53,1.05,0.00
Chris Smalling\Chris-Smalling,DF,Roma,it Serie A,30,12.3,0.89,8.94,0.81,1.79,5.20,0.08
Emile Smith-Rowe\Emile-Smith-Rowe,MFFW,Arsenal,eng Premier League,20,16.0,0.88,15.1,0.06,0.88,0.94,0.00
Robert Snodgrass\Robert-Snodgrass,MFFW,West Brom,eng Premier League,32,5.8,3.45,14.8,0.52,0.69,2.07,0.00
Robert Snodgrass\Robert-Snodgrass,FWDF,West Ham,eng Premier League,32,0.1,10.0,0.00,0.00,0.00,0.00,0.00
Cédric Soares\Cedric-Soares,DF,Arsenal,eng Premier League,28,8.3,1.93,14.0,0.24,0.96,2.53,0.00
Rafa Soares\Rafa-Soares,DF,Eibar,es La Liga,25,12.6,2.30,9.84,0.32,1.43,3.49,0.00
Rubén Sobrino\Ruben-Sobrino,MFFW,Valencia,es La Liga,28,0.5,8.00,30.0,0.00,2.00,0.00,0.00
Rubén Sobrino\Ruben-Sobrino,FWMF,Cádiz,es La Liga,28,12.4,2.58,20.1,0.08,0.89,1.21,0.00
Simon Sohm\Simon-Sohm,MF,Parma,it Serie A,19,10.0,1.80,15.5,0.10,0.30,0.90,0.00
Augusto Solari\Augusto-Solari,MF,Celta Vigo,es La Liga,28,5.4,3.52,29.4,0.19,0.74,1.67,0.00
Roberto Soldado\Roberto-Soldado,FW,Granada,es La Liga,35,16.0,0.56,13.9,0.00,0.38,0.94,0.06
Carlos Soler\Carlos-Soler,MF,Valencia,es La Liga,23,30.4,1.25,12.7,0.36,0.69,1.81,0.00
Yann Sommer\Yann-Sommer,GK,M'Gladbach,de Bundesliga,31,30.1,0.00,0.10,0.00,0.00,0.10,0.07
Son\Son,DFMF,Levante,es La Liga,26,12.3,1.54,12.9,0.16,1.22,1.87,0.00
Brandon Soppy\Brandon-Soppy,DF,Rennes,fr Ligue 1,18,6.2,4.03,15.3,0.00,1.13,3.87,0.00
David Soria\David-Soria,GK,Getafe,es La Liga,27,28.0,0.00,0.14,0.00,0.00,0.04,0.00
Roberto Soriano\Roberto-Soriano,MF,Bologna,it Serie A,29,36.1,1.30,16.8,0.19,0.75,1.30,0.00
Alberto Soro\Alberto-Soro,FWMF,Granada,es La Liga,21,4.4,1.14,21.4,0.00,0.91,0.23,0.00
Borna Sosa\Borna-Sosa,DF,Stuttgart,de Bundesliga,22,22.7,0.97,7.58,0.26,1.01,3.39,0.00
Hugo Sotelo\Hugo-Sotelo,MF,Celta Vigo,es La Liga,16,0.0,0,1,0,0,0,0
Florian Sotoca\Florian-Sotoca,FW,Lens,fr Ligue 1,29,26.8,1.12,13.3,0.11,0.30,0.75,0.00
Riccardo Sottil\Riccardo-Sottil,MFFW,Cagliari,it Serie A,21,13.2,0.76,9.70,0.08,0.30,0.38,0.00
Cheick Souaré\Cheick-Souare,MF,Marseille,fr Ligue 1,17,0.1,0.00,10.0,10.0,10.0,0.00,0.00
Tomáš Souček\Tomas-Soucek,MF,West Ham,eng Premier League,25,38.0,2.18,15.9,0.55,1.45,3.82,0.03
Rayan Souici\Rayan-Souici,DF,Saint-Étienne,fr Ligue 1,22,0.1,0.00,10.0,0.00,0.00,10.0,0.00
Cebio Soukou\Cebio-Soukou,FWMF,Arminia,de Bundesliga,27,5.1,1.96,19.6,0.00,0.20,0.98,0.00
Adama Soumaoro\Adama-Soumaoro,DF,Bologna,it Serie A,28,19.5,1.44,11.0,1.33,1.64,5.23,0.00
Adama Soumaoro\Adama-Soumaoro,DF,Lille,fr Ligue 1,28,1.6,1.25,5.63,0.63,1.25,2.50,0.00
Boubakary Soumaré\Boubakary-Soumare,MF,Lille,fr Ligue 1,21,21.3,2.21,13.0,0.28,1.88,0.94,0.00
Yaya Soumaré\Yaya-Soumare,FW,Lyon,fr Ligue 1,20,0.0,1,2,0,1,0,0
Arnaud Souquet\Arnaud-Souquet,DF,Montpellier,fr Ligue 1,28,13.6,3.90,17.6,0.44,1.40,2.28,0.00
Ansou Sow\Ansou-Sow,MF,Lens,fr Ligue 1,20,0.1,0.00,20.0,0.00,0.00,0.00,0.00
Djibril Sow\Djibril-Sow,MF,Eint Frankfurt,de Bundesliga,23,24.2,2.77,22.1,0.41,2.27,1.32,0.00
Saidou Sow\Saidou-Sow,DF,Saint-Étienne,fr Ligue 1,18,11.1,2.70,11.3,0.81,1.62,5.05,0.18
Çağlar Söyüncü\Caglar-Soyuncu,DF,Leicester City,eng Premier League,24,20.2,1.53,8.22,0.50,1.34,5.40,0.10
Leonardo Spinazzola\Leonardo-Spinazzola,DF,Roma,it Serie A,27,23.6,0.55,8.69,0.04,1.31,1.36,0.08
Marco Sportiello\Marco-Sportiello,GK,Atalanta,it Serie A,28,14.0,0.07,0.14,0.00,0.00,0.14,0.00
Mattia Sprocati\Mattia-Sprocati,FW,Parma,it Serie A,27,0.2,0.00,10.0,0.00,0.00,0.00,0.00
Jerry St. Juste\Jerry-St-Juste,DF,Mainz 05,de Bundesliga,23,32.0,2.25,12.4,0.81,1.91,4.56,0.00
Benjamin Stambouli\Benjamin-Stambouli,MFDF,Schalke 04,de Bundesliga,29,21.7,2.76,12.8,0.65,2.81,3.13,0.09
Josip Stanišić\Josip-Stanisic,DF,Bayern Munich,de Bundesliga,20,1.0,2.00,15.0,0.00,1.00,4.00,0.00
Niklas Stark\Niklas-Stark,DFMF,Hertha BSC,de Bundesliga,25,31.0,2.13,13.9,0.58,1.29,4.71,0.00
Renato Steffen\Renato-Steffen,FWMF,Wolfsburg,de Bundesliga,28,17.4,1.49,16.4,0.17,0.75,0.75,0.00
Zack Steffen\Zack-Steffen,GK,Manchester City,eng Premier League,25,1.0,0.00,0.00,0.00,0.00,0.00,0.00
Pascal Stenzel\Pascal-Stenzel,DF,Stuttgart,de Bundesliga,24,14.2,2.32,13.1,0.28,1.27,2.96,0.07
Dale Stephens\Dale-Stephens,MF,Burnley,eng Premier League,31,2.9,3.45,16.6,0.00,1.03,0.00,0.00
Jack Stephens\Jack-Stephens,DF,Southampton,eng Premier League,26,17.1,2.16,9.88,0.76,1.46,4.91,0.06
Raheem Sterling\Raheem-Sterling,FW,Manchester City,eng Premier League,25,28.2,0.71,10.2,0.04,0.50,0.07,0.00
Enda Stevens\Enda-Stevens,DF,Sheffield Utd,eng Premier League,30,30.0,1.77,13.9,0.47,1.57,3.17,0.07
Lars Stindl\Lars-Stindl,MFFW,M'Gladbach,de Bundesliga,31,21.8,1.61,21.0,0.18,0.28,0.96,0.00
Kevin Stöger\Kevin-Stoger,MFFW,Mainz 05,de Bundesliga,26,6.0,2.33,16.2,0.00,1.83,1.17,0.00
John Stones\John-Stones,DF,Manchester City,eng Premier League,26,21.5,0.93,6.05,0.65,0.93,3.58,0.00
Thomas Strakosha\Thomas-Strakosha,GK,Lazio,it Serie A,25,9.0,0.11,0.11,0.00,0.00,0.22,0.00
Tobias Strobl\Tobias-Strobl,MF,Augsburg,de Bundesliga,30,20.5,1.22,15.2,0.59,1.37,1.46,0.00
Kevin Strootman\Kevin-Strootman,MF,Marseille,fr Ligue 1,30,2.6,4.23,23.5,0.77,1.15,3.46,0.00
Kevin Strootman\Kevin-Strootman,MF,Genoa,it Serie A,30,14.6,2.95,22.9,0.27,1.92,1.10,0.00
Pascal Struijk\Pascal-Struijk,DFMF,Leeds United,eng Premier League,20,23.1,2.42,16.5,1.00,1.77,4.42,0.04
Jens Stryger Larsen\Jens-Stryger-Larsen,DF,Udinese,it Serie A,29,29.3,0.72,8.60,0.38,0.99,1.71,0.07
Stefano Sturaro\Stefano-Sturaro,MF,Hellas Verona,it Serie A,27,4.7,1.91,21.5,0.00,0.43,2.13,0.00
Stefano Sturaro\Stefano-Sturaro,MF,Genoa,it Serie A,27,4.9,2.45,22.4,0.00,0.41,0.41,0.00
Damián Suárez\Damian-Suarez,DF,Getafe,es La Liga,32,27.0,2.04,18.6,0.07,1.26,3.19,0.00
Denis Suárez\Denis-Suarez,MF,Celta Vigo,es La Liga,26,31.7,2.08,21.3,0.06,0.85,0.63,0.00
Luis Suárez\Luis-Suarez,FW,Atlético Madrid,es La Liga,33,27.9,0.43,6.02,0.04,0.22,0.50,0.00
Marek Suchý\Marek-Suchy,DF,Augsburg,de Bundesliga,32,3.4,1.47,7.65,1.18,0.29,3.53,0.00
Niklas Süle\Niklas-Sule,DF,Bayern Munich,de Bundesliga,24,16.7,1.98,9.52,0.66,1.26,2.57,0.06
Suso\Suso,FW,Sevilla,es La Liga,26,24.6,0.81,9.23,0.00,0.37,0.16,0.00
Bosko Sutalo\Bosko-Sutalo,DF,Atalanta,it Serie A,20,2.6,2.69,9.62,0.38,0.77,6.15,0.00
Mattias Svanberg\Mattias-Svanberg,MF,Bologna,it Serie A,21,20.6,1.99,15.0,0.15,1.75,1.31,0.00
Abdoulaye Sylla\Abdoulaye-Sylla,DF,Nantes,fr Ligue 1,20,0.1,20.0,20.0,0.00,10.0,10.0,0.00
Issiaga Sylla\Issiaga-Sylla,DF,Lens,fr Ligue 1,26,12.4,2.90,13.3,0.24,1.29,2.02,0.00
Eddy Sylvestre\Eddy-Sylvestre,FWMF,Nice,fr Ligue 1,20,1.1,0.91,20.0,0.00,0.00,0.00,0.00
Ádám Szalai\Adam-Szalai,FW,Mainz 05,de Bundesliga,32,8.1,0.86,16.3,0.12,0.37,0.25,0.00
Wojciech Szczęsny\Wojciech-Szczesny,GK,Juventus,it Serie A,30,29.7,0.00,0.03,0.00,0.00,0.00,0.00
Frederik Sørensen\Frederik-Sorensen,DFMF,Köln,de Bundesliga,28,1.1,1.82,23.6,0.00,0.00,2.73,0.00
Alexander Sørloth\Alexander-Sorloth,FW,RB Leipzig,de Bundesliga,24,16.0,0.69,19.7,0.13,0.31,0.81,0.00
Tachi\Tachi,DF,Alavés,es La Liga,22,9.4,1.28,7.77,0.64,0.96,4.89,0.00
Jonathan Tah\Jonathan-Tah,DF,Leverkusen,de Bundesliga,24,24.7,1.42,8.58,0.65,1.90,5.10,0.00
Waniss Taibi\Waniss-Taibi,MF,Angers,fr Ligue 1,18,0.4,0.00,40.0,0.00,5.00,0.00,0.00
Flavien Tait\Flavien-Tait,MFFW,Rennes,fr Ligue 1,27,15.2,2.96,18.3,0.26,1.58,0.53,0.00
Adrien Tameze\Adrien-Tameze,MF,Hellas Verona,it Serie A,26,25.6,2.07,17.5,0.35,1.37,2.15,0.08
Japhet Tanganga\Japhet-Tanganga,DF,Tottenham,eng Premier League,21,5.4,0.74,14.1,0.74,0.37,3.52,0.00
Renato Tapia\Renato-Tapia,MF,Celta Vigo,es La Liga,25,30.0,2.60,20.4,0.47,1.53,3.57,0.07
Edmond Tapsoba\Edmond-Tapsoba,DF,Leverkusen,de Bundesliga,21,29.5,2.17,13.0,0.88,1.66,5.05,0.07
Matt Targett\Matt-Targett,DF,Aston Villa,eng Premier League,24,37.8,2.57,11.2,0.48,1.24,3.33,0.03
James Tarkowski\James-Tarkowski,DF,Burnley,eng Premier League,27,36.0,2.06,7.00,1.28,1.58,6.56,0.03
Ciprian Tătărușanu\Ciprian-Tatarusanu,GK,Milan,it Serie A,34,1.0,0.00,0.00,0.00,0.00,0.00,1.00
Percy Tau\Percy-Tau,FWMF,Brighton,eng Premier League,26,1.1,0.91,27.3,0.00,0.00,0.00,0.00
Niklas Tauer\Niklas-Tauer,MFDF,Mainz 05,de Bundesliga,19,0.8,1.25,16.3,1.25,0.00,6.25,0.00
Heriberto Tavares\Heriberto-Tavares,MFFW,Brest,fr Ligue 1,23,0.5,0.00,34.0,0.00,2.00,2.00,0.00
Sidnei Tavares\Sidnei-Tavares,MF,Leicester City,eng Premier League,18,0.9,0.00,21.1,1.11,1.11,0.00,0.00
Tomás Tavares\Tomas-Tavares,MFDF,Alavés,es La Liga,19,0.7,1.43,15.7,0.00,1.43,2.86,0.00
Charlie Taylor\Charlie-Taylor,DF,Burnley,eng Premier League,26,27.0,1.70,8.37,0.70,1.04,3.56,0.04
Neil Taylor\Neil-Taylor,DF,Aston Villa,eng Premier League,31,0.2,5.00,20.0,0.00,0.00,0.00,0.00
Allan Tchaptchet\Allan-Tchaptchet,DF,Southampton,eng Premier League,18,0.1,0.00,10.0,0.00,0.00,0.00,0.00
Warren Tchimbembé\Warren-Tchimbembe,MFFW,Metz,fr Ligue 1,22,5.5,0.73,14.2,0.18,0.55,0.91,0.00
Aurélien Tchouaméni\Aurelien-Tchouameni,MF,Monaco,fr Ligue 1,20,34.0,4.18,19.3,0.35,1.88,2.06,0.00
Álvaro Tejero\Alvaro-Tejero,DF,Eibar,es La Liga,24,1.2,4.17,12.5,0.00,0.00,5.00,0.00
Nathan Tella\Nathan-Tella,FWMF,Southampton,eng Premier League,21,8.3,1.45,26.7,0.00,1.08,0.60,0.00
Alex Telles\Alex-Telles,DF,Manchester Utd,eng Premier League,27,7.7,1.56,8.83,0.13,1.56,3.51,0.00
Andrés Tello\Andres-Tello,MFDF,Benevento,it Serie A,23,4.6,2.39,20.2,0.22,1.52,1.96,0.00
Cristian Tello\Cristian-Tello,FWMF,Betis,es La Liga,28,14.3,0.91,13.4,0.00,0.56,0.21,0.00
Lino Tempelmann\Lino-Tempelmann,MFDF,Freiburg,de Bundesliga,21,3.0,1.67,21.0,0.33,0.00,2.33,0.00
Hidde ter Avest\Hidde-ter-Avest,DF,Udinese,it Serie A,23,3.9,1.03,11.3,0.26,0.00,1.28,0.00
Marc-André ter Stegen\Marc-Andre-ter-Stegen,GK,Barcelona,es La Liga,28,31.0,0.00,0.03,0.00,0.00,0.10,0.03
Pietro Terracciano\Pietro-Terracciano,GK,Fiorentina,it Serie A,30,3.0,0.00,0.00,0.00,0.00,0.00,0.00
Martin Terrier\Martin-Terrier,FWMF,Rennes,fr Ligue 1,23,27.1,1.25,19.1,0.04,0.66,0.37,0.00
Claudio Terzi\Claudio-Terzi,DF,Spezia,it Serie A,36,20.8,1.63,9.66,0.58,1.68,3.85,0.05
Kenny Tete\Kenny-Tete,DF,Lyon,fr Ligue 1,24,0.2,10.0,20.0,0.00,5.00,0.00,0.00
Kenny Tete\Kenny-Tete,DF,Fulham,eng Premier League,24,16.5,3.52,15.2,0.30,1.76,3.70,0.00
Cedric Teuchert\Cedric-Teuchert,FWMF,Union Berlin,de Bundesliga,23,8.4,1.19,21.0,0.00,1.31,0.71,0.00
Florian Thauvin\Florian-Thauvin,FWMF,Marseille,fr Ligue 1,27,30.4,1.64,14.0,0.10,0.53,0.36,0.00
Malick Thiaw\Malick-Thiaw,DF,Schalke 04,de Bundesliga,18,16.1,2.92,13.8,0.87,2.05,4.97,0.00
Jan Thielmann\Jan-Thielmann,FWMF,Köln,de Bundesliga,18,11.4,1.58,18.1,0.09,0.70,0.35,0.00
Sada Thioub\Sada-Thioub,FWMF,Angers,fr Ligue 1,25,14.0,1.57,21.3,0.00,0.64,0.36,0.00
William Thomas Fish\William-Thomas-Fish,DF,Manchester Utd,eng Premier League,17,0.0,0,0,0,0,0,0
Luke Thomas\Luke-Thomas,DF,Leicester City,eng Premier League,19,10.8,2.13,18.0,0.28,1.48,2.41,0.00
Romain Thomas\Romain-Thomas,DF,Angers,fr Ligue 1,32,33.6,1.82,10.1,0.74,1.37,6.13,0.03
Adrien Thomasson\Adrien-Thomasson,MF,Strasbourg,fr Ligue 1,26,29.2,1.64,24.3,0.14,0.96,0.21,0.00
Erik Thommy\Erik-Thommy,DFFW,Stuttgart,de Bundesliga,25,3.5,1.14,16.3,0.00,2.00,1.43,0.00
Morten Thorsby\Morten-Thorsby,MF,Sampdoria,it Serie A,24,29.4,2.72,24.2,0.61,0.71,1.46,0.00
Marcus Thuram\Marcus-Thuram,FW,M'Gladbach,de Bundesliga,22,19.2,1.15,17.1,0.16,1.04,0.73,0.00
Khéphren Thuram-Ulie\Khephren-Thuram-Ulie,MF,Nice,fr Ligue 1,19,16.6,2.17,14.9,0.42,0.60,1.63,0.00
Cheikh Tidiane Sabaly\Cheikh-Tidiane-Sabaly,MF,Metz,fr Ligue 1,21,0.1,0.00,30.0,0.00,0.00,0.00,0.00
Youri Tielemans\Youri-Tielemans,MF,Leicester City,eng Premier League,23,37.3,2.06,13.5,0.29,0.97,0.78,0.00
Kieran Tierney\Kieran-Tierney,DF,Arsenal,eng Premier League,23,25.5,1.14,7.73,0.43,0.78,3.02,0.00
Steffen Tigges\Steffen-Tigges,FWDF,Dortmund,de Bundesliga,22,0.6,6.67,38.3,0.00,0.00,1.67,0.00
Guus Til\Guus-Til,FW,Freiburg,de Bundesliga,22,1.4,2.86,27.1,0.00,0.71,1.43,0.00
David Timor\David-Timor,MFDF,Getafe,es La Liga,30,15.5,0.97,7.61,0.19,0.84,5.87,0.00
Jean-Clair Todibo\Jean-Clair-Todibo,DF,Nice,fr Ligue 1,20,14.8,2.43,10.7,0.54,1.49,5.41,0.07
Karl Toko Ekambi\Karl-Toko-Ekambi,FW,Lyon,fr Ligue 1,27,31.2,0.51,10.5,0.10,0.83,0.45,0.00
Corentin Tolisso\Corentin-Tolisso,MF,Bayern Munich,de Bundesliga,25,8.7,1.95,17.7,0.11,0.34,1.15,0.00
Jeremy Toljan\Jeremy-Toljan,DF,Sassuolo,it Serie A,25,16.6,1.69,14.2,0.42,1.02,2.05,0.00
Rafael Tolói\Rafael-Toloi,DF,Atalanta,it Serie A,29,28.2,2.02,11.9,0.21,1.35,2.80,0.04
Takehiro Tomiyasu\Takehiro-Tomiyasu,DF,Bologna,it Serie A,21,30.2,1.42,11.5,0.60,1.69,4.80,0.00
James Tomkins\James-Tomkins,DF,Crystal Palace,eng Premier League,31,6.1,0.98,6.39,0.49,0.82,8.52,0.00
Fikayo Tomori\Fikayo-Tomori,DF,Chelsea,eng Premier League,22,0.5,6.00,6.00,6.00,2.00,16.0,0.00
Fikayo Tomori\Fikayo-Tomori,DF,Milan,it Serie A,22,16.3,2.02,13.3,1.29,1.29,5.58,0.06
Sandro Tonali\Sandro-Tonali,MF,Milan,it Serie A,20,14.8,1.82,20.5,0.41,1.35,1.62,0.00
Lorenzo Tonelli\Lorenzo-Tonelli,DF,Sampdoria,it Serie A,30,19.8,1.87,11.8,0.76,0.91,5.25,0.05
Toño\Tono,DF,Levante,es La Liga,30,8.1,0.86,9.51,0.12,0.99,2.10,0.00
Ömer Toprak\Omer-Toprak,DF,Werder Bremen,de Bundesliga,31,21.6,1.44,7.55,0.74,2.36,6.57,0.09
Tyron Tormin\Tyron-Tormin,MFFW,Saint-Étienne,fr Ligue 1,19,0.2,0.00,35.0,0.00,0.00,0.00,0.00
Ernesto Torregrossa\Ernesto-Torregrossa,FW,Sampdoria,it Serie A,28,1.9,0.53,14.7,0.53,0.53,0.53,0.00
Lucas Torreira\Lucas-Torreira,MFFW,Atlético Madrid,es La Liga,24,5.8,1.38,12.9,0.52,1.21,1.21,0.00
Ferrán Torres\Ferran-Torres,FWMF,Manchester City,eng Premier League,20,14.5,1.03,15.0,0.07,0.48,0.41,0.00
Óliver Torres\Oliver-Torres,MFFW,Sevilla,es La Liga,25,15.6,2.31,19.7,0.13,1.03,0.32,0.00
Pau Torres\Pau-Torres,DF,Villarreal,es La Liga,23,33.0,0.52,4.70,0.79,0.91,4.36,0.09
Roberto Torres\Roberto-Torres,MFFW,Osasuna,es La Liga,31,21.0,0.67,10.8,0.00,0.95,0.90,0.00
Lucas Torró\Lucas-Torro,MF,Osasuna,es La Liga,26,17.2,1.80,12.6,0.47,1.69,3.37,0.00
Jordan Torunarigha\Jordan-Torunarigha,DF,Hertha BSC,de Bundesliga,22,10.8,1.20,10.7,0.19,1.85,6.48,0.37
Cenk Tosun\Cenk-Tosun,FW,Everton,eng Premier League,29,0.5,0.00,16.0,0.00,0.00,0.00,0.00
Abdoulaye Touré\Abdoulaye-Toure,MF,Nantes,fr Ligue 1,26,18.7,1.60,15.1,0.32,0.86,1.39,0.00
Almamy Touré\Almamy-Toure,DF,Eint Frankfurt,de Bundesliga,24,7.8,2.05,15.0,0.13,1.41,2.56,0.13
Lucas Tousart\Lucas-Tousart,MF,Hertha BSC,de Bundesliga,23,23.2,2.20,19.3,0.30,1.81,3.36,0.09
Andros Townsend\Andros-Townsend,MFFW,Crystal Palace,eng Premier League,29,25.1,2.75,21.2,0.08,1.91,0.48,0.00
Conor Townsend\Conor-Townsend,DF,West Brom,eng Premier League,27,24.8,2.26,11.0,0.65,1.61,2.62,0.04
Mattéo Tramoni\Matteo-Tramoni,FWMF,Cagliari,it Serie A,20,0.8,2.50,47.5,0.00,1.25,0.00,0.00
Adama Traoré\Adama-Traore,FW,Wolves,eng Premier League,24,29.4,1.09,11.7,0.07,0.37,0.54,0.03
Amadou Traore\Amadou-Traore,MFFW,Bordeaux,fr Ligue 1,18,3.4,2.06,21.8,0.00,0.29,0.59,0.00
Bertrand Traoré\Bertrand-Traore,FW,Aston Villa,eng Premier League,24,25.7,1.01,15.1,0.04,0.89,0.62,0.00
Boubacar Traoré\Boubacar-Traore,MF,Metz,fr Ligue 1,18,0.6,5.00,18.3,0.00,1.67,0.00,0.00
Chaka Traorè\Chaka-Traore,FWMF,Parma,it Serie A,15,0.2,0.00,35.0,0.00,0.00,5.00,0.00
Charles Traore\Charles-Traore,DF,Nantes,fr Ligue 1,28,18.9,3.28,17.7,0.32,1.32,4.60,0.05
Cheick Traoré\Cheick-Traore,DF,Lens,fr Ligue 1,25,0.4,5.00,15.0,0.00,5.00,7.50,0.00
Hamari Traoré\Hamari-Traore,DF,Rennes,fr Ligue 1,28,33.3,2.22,11.7,0.12,1.83,1.98,0.03
Ibrahima Traoré\Ibrahima-Traore,FWDF,M'Gladbach,de Bundesliga,32,1.1,1.82,20.0,0.00,0.00,0.00,0.00
Ismaël Traoré\Ismael-Traore,DF,Angers,fr Ligue 1,33,33.3,1.44,9.43,0.51,1.26,4.44,0.03
